iter,move,obj,temp,accepted,detail,elapsed
0,init,14.143579377013026,,1,greedy_start,0.003374699968844652
0,init,14.143579377013026,,1,initial,0.01771409995853901
1,open_close,14.187224784860602,,1,20->32,0.03560109995305538
2,open_close,14.255195864873127,,1,28->5,0.2154420999577269
3,open_close,15.10146723881188,,1,5->27,0.2327178999548778
4,open_close,15.595344593830388,,1,32->0,0.24423750001005828
5,open_close,15.648861286442008,,1,6->5,0.3918965000193566
6,open_close,15.991355247305016,,1,12->33,0.42646059999242425
7,open_close,16.7078590039883,,1,36->32,0.4397599999792874
8,open_close,17.113680717379317,,1,32->4,0.5044742999598384
9,open_close,17.21309956891609,,1,4->34,0.5161434999899939
10,open_close,17.339193293387122,,1,33->18,0.5739836000138894
11,open_close,17.600836908112694,,1,0->13,0.9502727999351919
12,open_close,17.906824289281282,,1,34->10,1.2302280999720097
13,open_close,18.51496101901906,,1,18->25,1.321837699972093
14,open_close,18.832326375133004,,1,5->7,1.333929399959743
15,open_close,18.946199089257117,,1,25->4,1.415053499978967
16,open_close,19.23427612336663,,1,7->34,3.901312100002542
17,open_close,19.32233176499413,,1,4->0,5.522978099994361
