iter,move,obj,temp,accepted,detail,elapsed
0,init,44.819383205400264,,1,greedy_start,0.0004934000025968999
0,init,44.819383205400264,,1,initial,0.0011605999898165464
1,open_close,46.11432513004862,,1,2->7,0.015364699997007847
2,open_close,47.027698374449955,,1,5->12,0.01607109999167733
3,open_close,48.93773107809091,,1,10->0,0.016741200000979006
4,open_close,50.1171478245227,,1,16->4,0.018527200008975342
5,open_close,50.6949447676714,,1,12->13,0.029127499990863726
6,open_close,50.9916365087996,,1,0->18,0.03235409999615513
7,open_close,52.48401468484172,,1,4->14,0.08818940000492148
8,open_close,53.81022515429577,,1,18->12,0.09955519999493845
9,open_close,55.343494174008896,,1,7->19,0.15458679999574088
