iter,move,obj,temp,accepted,detail,elapsed
0,init,85.16742578314606,,1,greedy_start,0.012182899983599782
0,init,85.16742578314606,,1,initial,0.03946580004412681
1,open_close,85.98864413673522,,1,48->29,0.15218760003335774
2,open_close,86.01563639075128,,1,29->2,1.689543200074695
3,open_close,98.95499133633271,,1,44->20,1.7148436000570655
4,open_close,99.2017319861331,,1,20->41,1.8311658999882638
5,open_close,111.6708241501672,,1,55->16,1.8706184000475332
6,open_close,124.17010237060649,,1,16->0,1.9047377000097185
7,open_close,125.60718230182249,,1,41->59,2.1665049999719486
8,open_close,125.82795125989439,,1,0->1,2.3334375000558794
9,open_close,153.32728652972116,,1,31->20,2.3738472000695765
10,open_close,154.1287483552204,,1,20->37,2.4793623000150546
11,open_close,154.2817807976988,,1,1->51,3.3279328000498936
12,open_close,154.94506303860484,,1,37->50,3.7404556999681517
13,open_close,154.94517413766056,,1,50->34,4.602029700065032
14,open_close,158.99295398848585,,1,36->7,7.356321300030686
15,open_close,163.32218097363372,,1,2->12,7.68985139997676
16,open_close,163.3536554673351,,1,59->28,9.502489599981345
17,open_close,163.7521904107106,,1,7->59,11.230811499990523
18,open_close,164.81822905723888,,1,51->23,11.370199500001036
19,open_close,165.75598747104104,,1,28->7,11.40505940001458
20,open_close,169.70885046194314,,1,24->20,17.87735349999275
21,open_close,172.49338108297866,,1,59->21,18.6096252000425
22,open_close,174.7533793993296,,1,21->28,19.208901999983937
23,open_close,174.82539917451948,,1,7->30,19.47892140003387
24,open_close,175.27785779164992,,1,12->54,20.194353200029582
25,open_close,175.28018150727416,,1,23->6,20.933946200064383
26,open_close,175.58154609309054,,1,54->14,29.254741100012325
27,open_close,175.58230309285625,,1,20->58,35.47596670000348
