iter,move,obj,temp,accepted,detail,elapsed
0,init,13.946961571023918,1.0,1,,0.011139899957925081
1,swap,13.946961571023918,1.0,0,revert 19->9,0.01469320000614971
2,swap,13.946961571023918,1.0,0,revert 10->13,0.017199199995957315
3,swap,13.946961571023918,1.0,0,revert 3->2,0.020243700011633337
4,swap,13.946961571023918,1.0,0,revert 19->13,0.022430600016377866
5,swap,13.549796321853492,1.0,1,11->1,0.02362560003530234
6,swap,13.23436699745652,1.0,1,1->15,0.024940500035881996
7,swap,12.967489782359022,1.0,1,3->14,0.02693549997638911
8,swap,13.227113371966704,1.0,1,19->3,0.028623500023968518
9,swap,11.642005576077295,1.0,1,10->2,0.029855099972337484
10,swap,11.642005576077295,1.0,0,revert 14->0,0.032030300004407763
11,swap,11.469544081346461,1.0,1,2->5,0.03322039998602122
12,swap,10.943160993139225,1.0,1,15->8,0.03471799998078495
13,swap,10.943160993139225,1.0,0,revert 14->15,0.03728940000291914
14,swap,10.943160993139225,1.0,0,revert 14->0,0.039432000019587576
15,swap,11.78497340574343,1.0,1,8->1,0.041170199983753264
16,swap,11.78497340574343,1.0,0,revert 3->7,0.04334029997698963
17,swap,11.78497340574343,1.0,1,14->4,0.044531699968501925
18,swap,11.78497340574343,1.0,0,revert 4->12,0.04667069995775819
19,swap,11.78497340574343,1.0,0,revert 3->13,0.048846399993635714
20,swap,11.469544081346461,1.0,1,1->15,0.05004140001256019
21,swap,11.469544081346461,0.95,1,15->9,0.05147339997347444
22,swap,11.469544081346461,0.95,0,revert 3->16,0.054079400026239455
23,swap,11.469544081346461,0.95,1,4->14,0.05526629998348653
24,swap,12.392554584852315,0.95,1,14->10,0.056458499981090426
25,swap,12.911684047569732,0.95,1,5->6,0.057989099994301796
26,swap,13.624278621137131,0.95,1,9->11,0.05919559998437762
27,swap,13.624278621137131,0.95,0,revert 3->8,0.0613319999538362
28,swap,13.624278621137131,0.95,0,revert 11->18,0.06346490001305938
29,swap,13.617024995647315,0.95,1,11->4,0.06463799998164177
30,swap,13.617024995647315,0.95,0,revert 4->5,0.06675989995710552
31,swap,13.617024995647315,0.95,0,revert 6->16,0.06959119997918606
32,swap,13.617024995647315,0.95,0,revert 10->7,0.0717646999983117
33,swap,13.617024995647315,0.95,1,4->14,0.07294520002324134
34,swap,12.644806832472234,0.95,1,3->9,0.07480519998352975
35,swap,12.644806832472234,0.95,1,14->4,0.07600979995913804
36,swap,12.644806832472234,0.95,0,revert 4->8,0.0781680999789387
37,swap,12.644806832472234,0.95,0,revert 10->0,0.08030249993316829
38,swap,12.644806832472234,0.95,0,revert 9->0,0.08250599994789809
39,swap,12.911684047569732,0.95,1,4->3,0.08368849998805672
40,swap,12.911684047569732,0.95,0,revert 3->17,0.08658560004550964
41,swap,13.227113371966704,0.9025,1,9->1,0.0877875000005588
42,swap,13.227113371966704,0.9025,0,revert 6->9,0.09079129993915558
43,swap,12.311356493950667,0.9025,1,10->19,0.09251079999376088
44,swap,11.921444870270058,0.9025,1,6->9,0.09457840002141893
45,swap,11.921444870270058,0.9025,0,revert 3->16,0.09759060002397746
46,swap,11.921444870270058,0.9025,0,revert 19->7,0.09998699999414384
47,swap,11.921444870270058,0.9025,1,9->12,0.10154059994965792
48,swap,11.921444870270058,0.9025,0,revert 1->0,0.10525699995923787
49,swap,12.236874194667028,0.9025,1,12->17,0.1071527999592945
50,swap,12.311356493950667,0.9025,1,17->6,0.10844620002899319
51,swap,12.311356493950667,0.9025,0,revert 3->2,0.11059049994219095
52,swap,12.311356493950667,0.9025,0,revert 6->18,0.11273039993830025
53,swap,12.701268117631278,0.9025,1,1->14,0.11392299993894994
54,swap,12.701268117631278,0.9025,0,revert 14->15,0.11688540002796799
55,swap,12.708521743121093,0.9025,1,14->11,0.1188992999959737
56,swap,11.469544081346461,0.9025,1,11->8,0.12047049996908754
57,swap,10.812755242568352,0.9025,1,3->17,0.12254489993210882
58,swap,12.311356493950667,0.9025,1,8->3,0.12463500001467764
59,swap,12.311356493950667,0.9025,0,revert 3->5,0.12882979994174093
60,swap,11.33913833077559,0.9025,1,3->9,0.13132059993222356
61,swap,11.33913833077559,0.8573749999999999,0,revert 17->12,0.13516319997143
62,swap,11.59876192038327,0.8573749999999999,1,19->3,0.13662500004284084
63,swap,10.669787412902217,0.8573749999999999,1,3->2,0.13782079995144159
64,swap,11.326576251680326,0.8573749999999999,1,17->3,0.13946109998505563
65,swap,11.252093952396686,0.8573749999999999,1,6->1,0.141452300013043
