iter,move,obj,temp,accepted,detail,elapsed
0,init,47.56675956438488,1.0,1,,0.008152799913659692
1,swap,47.56675956438488,1.0,0,revert 15->18,0.010143799940124154
2,swap,47.56675956438488,1.0,0,revert 8->0,0.012183999991975725
3,swap,47.56675956438488,1.0,0,revert 8->1,0.013832399970851839
4,swap,47.56675956438488,1.0,0,revert 15->5,0.015537099912762642
5,swap,47.56675956438488,1.0,1,2->19,0.01647689996752888
6,swap,47.56675956438488,1.0,0,revert 6->17,0.018264399957843125
7,swap,47.56675956438488,1.0,1,19->2,0.019210999947972596
8,swap,47.56675956438488,1.0,0,revert 6->13,0.020836299983784556
9,swap,47.56675956438488,1.0,0,revert 15->9,0.0224760000128299
10,swap,47.56675956438488,1.0,0,revert 2->18,0.024106599972583354
11,swap,47.56675956438488,1.0,0,revert 15->3,0.02642549993470311
12,swap,47.56675956438488,1.0,0,revert 2->0,0.029698299942538142
13,swap,47.56675956438488,1.0,0,revert 2->7,0.03258669993374497
14,swap,47.56675956438488,1.0,1,8->5,0.03423659992404282
15,swap,47.56675956438488,1.0,1,2->19,0.03588599991053343
16,swap,47.56675956438488,1.0,0,revert 15->8,0.03876939998008311
17,swap,47.56675956438488,1.0,0,revert 6->7,0.04121069994289428
18,swap,47.56675956438488,1.0,0,revert 15->14,0.04432839993387461
19,swap,47.56675956438488,1.0,0,revert 15->8,0.046861100010573864
20,swap,47.56675956438488,1.0,1,19->17,0.04829840001184493
21,swap,47.56675956438488,0.95,0,revert 6->14,0.05012669996358454
22,swap,47.56675956438488,0.95,0,revert 15->16,0.051758799934759736
23,swap,47.56675956438488,0.95,0,revert 15->14,0.05339269991964102
24,swap,47.56675956438488,0.95,0,revert 6->2,0.05501219991128892
25,swap,47.56675956438488,0.95,0,revert 15->18,0.05665009992662817
26,swap,47.56675956438488,0.95,0,revert 6->10,0.05926999996881932
27,swap,47.56675956438488,0.95,0,revert 15->3,0.0614492999156937
28,swap,47.56675956438488,0.95,0,revert 6->3,0.06388789997436106
29,swap,47.56675956438488,0.95,0,revert 5->14,0.06554350000806153
30,swap,47.56675956438488,0.95,0,revert 6->19,0.06720920000225306
31,swap,47.56675956438488,0.95,0,revert 15->16,0.06883609993383288
32,swap,47.56675956438488,0.95,1,5->16,0.06977299996651709
33,swap,47.56675956438488,0.95,0,revert 16->9,0.07138909993227571
34,swap,47.56675956438488,0.95,1,15->11,0.07231959991622716
35,swap,47.56675956438488,0.95,1,11->1,0.07340349990408868
36,swap,47.56675956438488,0.95,0,revert 16->4,0.07512519997544587
37,swap,47.56675956438488,0.95,0,revert 1->5,0.07675529993139207
38,swap,47.56675956438488,0.95,0,revert 1->10,0.07890409999527037
39,swap,47.56675956438488,0.95,0,revert 6->0,0.08056699996814132
40,swap,47.56675956438488,0.95,0,revert 1->13,0.08220019994769245
41,swap,47.56675956438488,0.9025,1,16->5,0.08344710001256317
42,swap,47.56675956438488,0.9025,0,revert 6->12,0.08521739998832345
43,swap,47.56675956438488,0.9025,1,1->12,0.08615160000044852
44,swap,47.56675956438488,0.9025,0,revert 6->1,0.08780209999531507
45,swap,47.56675956438488,0.9025,0,revert 5->11,0.08943029993679374
46,swap,47.56675956438488,0.9025,1,12->1,0.09036239993292838
47,swap,43.59105556984565,0.9025,1,1->7,0.09181439992971718
48,swap,43.59105556984565,0.9025,0,revert 6->0,0.09398140001576394
49,swap,43.59105556984565,0.9025,0,revert 7->16,0.09606569993775338
50,swap,43.59105556984565,0.9025,0,revert 5->13,0.09769520000554621
51,swap,43.59105556984565,0.9025,0,revert 5->13,0.09932559996377677
52,swap,43.59105556984565,0.9025,0,revert 6->9,0.10096249997150153
53,swap,43.59105556984565,0.9025,0,revert 5->11,0.10257559991441667
54,swap,43.59105556984565,0.9025,0,revert 6->19,0.10420709999743849
55,swap,43.59105556984565,0.9025,0,revert 7->4,0.10584239999298006
56,swap,44.554996733314375,0.9025,1,5->2,0.10677229997236282
57,swap,44.554996733314375,0.9025,0,revert 17->18,0.10911819990724325
58,swap,44.554996733314375,0.9025,0,revert 2->19,0.1112467999337241
59,swap,44.554996733314375,0.9025,0,revert 2->4,0.11295460001565516
60,swap,44.554996733314375,0.9025,0,revert 7->10,0.11457649990916252
61,swap,44.554996733314375,0.8573749999999999,0,revert 17->13,0.11620329995639622
62,swap,44.57051577029397,0.8573749999999999,1,7->12,0.11712329997681081
63,swap,44.57051577029397,0.8573749999999999,0,revert 2->3,0.11873999994713813
64,swap,44.57051577029397,0.8573749999999999,0,revert 2->10,0.12036099995020777
65,swap,44.21523180171744,0.8573749999999999,1,17->8,0.12128889991436154
66,swap,44.21523180171744,0.8573749999999999,0,revert 8->4,0.12291409994941205
67,swap,44.21523180171744,0.8573749999999999,0,revert 2->13,0.12481149996165186
68,swap,44.21523180171744,0.8573749999999999,0,revert 12->0,0.12646309996489435
69,swap,44.57051577029397,0.8573749999999999,1,8->9,0.12754919996950775
70,swap,44.57051577029397,0.8573749999999999,0,revert 12->3,0.12940599990542978
71,swap,44.57051577029397,0.8573749999999999,0,revert 6->18,0.13103920000139624
72,swap,44.57051577029397,0.8573749999999999,1,9->10,0.131969099980779
73,swap,44.57051577029397,0.8573749999999999,0,revert 10->4,0.1337335999123752
74,swap,44.57051577029397,0.8573749999999999,0,revert 2->9,0.13536349998321384
75,swap,44.57051577029397,0.8573749999999999,0,revert 2->3,0.1369704999960959
76,swap,44.57051577029397,0.8573749999999999,0,revert 12->11,0.13858379994053394
77,swap,44.57051577029397,0.8573749999999999,0,revert 2->19,0.1402066999580711
