iter,move,obj,temp,accepted,detail,elapsed
0,init,175.58230309285625,1.0,1,,0.1332198999589309
1,swap,175.58230309285625,1.0,0,revert 34->13,0.1767192999832332
2,swap,175.58230309285625,1.0,0,revert 34->27,0.22931570000946522
3,swap,175.58230309285625,1.0,0,revert 30->1,0.2782060999888927
4,swap,175.58230309285625,1.0,0,revert 34->51,0.3221876999596134
5,swap,175.58230309285625,1.0,0,revert 58->17,0.36777269991580397
6,swap,175.58230309285625,1.0,0,revert 6->7,0.4090328000020236
7,swap,175.58230309285625,1.0,0,revert 58->29,0.4521834999322891
8,swap,175.58230309285625,1.0,0,revert 58->41,0.49892419995740056
9,swap,175.58230309285625,1.0,0,revert 6->59,0.5478261999087408
10,swap,175.58230309285625,1.0,0,revert 28->16,0.5983315999619663
11,swap,175.58230309285625,1.0,0,revert 14->23,0.6505158999934793
12,swap,175.58230309285625,1.0,0,revert 58->39,0.6955245999852195
13,swap,175.58230309285625,1.0,0,revert 34->45,0.7381885999348015
14,swap,175.58230309285625,1.0,0,revert 6->19,0.7864587999647483
15,swap,175.58230309285625,1.0,0,revert 34->11,0.8447406999766827
16,swap,175.58230309285625,1.0,0,revert 14->21,0.8900579999899492
17,swap,175.58230309285625,1.0,0,revert 6->33,0.9343708999222144
18,swap,175.58230309285625,1.0,0,revert 28->16,0.9800013999920338
19,swap,175.58230309285625,1.0,0,revert 6->45,1.0282677999930456
20,swap,175.58230309285625,1.0,0,revert 28->49,1.0695760999806225
21,swap,175.58230309285625,0.95,0,revert 6->37,1.1175487999571487
22,swap,175.58230309285625,0.95,0,revert 6->31,1.161572300014086
23,swap,175.58230309285625,0.95,0,revert 6->35,1.2076033999910578
24,swap,175.58230309285625,0.95,0,revert 28->26,1.2596355999121442
25,swap,175.58230309285625,0.95,0,revert 28->11,1.3056872999295592
26,swap,175.58230309285625,0.95,0,revert 30->27,1.3606816999381408
27,swap,175.58230309285625,0.95,0,revert 34->33,1.4036592999473214
28,swap,175.58230309285625,0.95,0,revert 14->45,1.4509219999890774
29,swap,175.58230309285625,0.95,0,revert 28->0,1.5018279999494553
30,swap,175.58230309285625,0.95,0,revert 58->15,1.5489081999985501
31,swap,175.58230309285625,0.95,0,revert 30->46,1.5876320999814197
32,swap,175.58230309285625,0.95,0,revert 58->40,1.6297229999909177
33,swap,175.58230309285625,0.95,0,revert 14->54,1.6802470999537036
34,swap,175.58230309285625,0.95,0,revert 28->37,1.727069600019604
35,swap,175.58230309285625,0.95,0,revert 58->15,1.7724168999120593
36,swap,175.58230309285625,0.95,0,revert 28->45,1.8173541999422014
37,swap,175.58230309285625,0.95,0,revert 34->44,1.8672454999759793
38,swap,175.58230309285625,0.95,0,revert 30->22,1.923286599921994
39,swap,175.58230309285625,0.95,0,revert 14->25,1.9672427999321371
40,swap,175.58230309285625,0.95,0,revert 58->23,2.0143384999828413
41,swap,175.58230309285625,0.9025,0,revert 34->0,2.055835200008005
42,swap,175.58230309285625,0.9025,0,revert 14->48,2.100790199940093
43,swap,175.58230309285625,0.9025,0,revert 34->18,2.147440299973823
44,swap,175.58230309285625,0.9025,0,revert 6->21,2.1925529999425635
45,swap,175.58230309285625,0.9025,0,revert 14->17,2.2399665999691933
46,swap,175.58230309285625,0.9025,0,revert 28->50,2.2807939000194892
47,swap,175.58230309285625,0.9025,0,revert 30->43,2.319874099921435
48,swap,175.58230309285625,0.9025,0,revert 58->50,2.3710643999511376
49,swap,175.58230309285625,0.9025,0,revert 34->46,2.4202783999498934
50,swap,175.58230309285625,0.9025,0,revert 34->9,2.4714632999384776
51,swap,175.58230309285625,0.9025,0,revert 34->13,2.5212520000059158
52,swap,175.58230309285625,0.9025,0,revert 28->5,2.5648006999399513
53,swap,175.58230309285625,0.9025,0,revert 30->18,2.6092641999712214
54,swap,175.58230309285625,0.9025,0,revert 58->48,2.652889399905689
55,swap,175.58230309285625,0.9025,0,revert 30->32,2.6930837999098003
56,swap,175.58230309285625,0.9025,0,revert 30->9,2.7331667999969795
57,swap,175.58230309285625,0.9025,0,revert 6->57,2.7729107999475673
58,swap,175.58230309285625,0.9025,0,revert 30->54,2.8181598999071866
59,swap,175.58230309285625,0.9025,0,revert 30->51,2.866087800008245
60,swap,175.58230309285625,0.9025,0,revert 30->40,2.909648099914193
61,swap,175.58230309285625,0.8573749999999999,0,revert 14->0,2.962175599997863
62,swap,175.58230309285625,0.8573749999999999,0,revert 28->43,3.0228971999604255
63,swap,175.58230309285625,0.8573749999999999,0,revert 34->31,3.0610131999710575
64,swap,175.58230309285625,0.8573749999999999,0,revert 14->12,3.0951028999406844
65,swap,175.58230309285625,0.8573749999999999,0,revert 58->49,3.1229423999320716
66,swap,175.58230309285625,0.8573749999999999,0,revert 34->40,3.168039400014095
67,swap,175.58230309285625,0.8573749999999999,0,revert 6->59,3.2111390999052674
68,swap,175.58230309285625,0.8573749999999999,0,revert 6->35,3.257293300004676
69,swap,175.58230309285625,0.8573749999999999,0,revert 14->56,3.298195399926044
70,swap,175.58230309285625,0.8573749999999999,0,revert 28->16,3.344621600001119
71,swap,175.58230309285625,0.8573749999999999,0,revert 58->32,3.3915100999874994
72,swap,175.58230309285625,0.8573749999999999,0,revert 30->8,3.435645899968222
73,swap,175.58230309285625,0.8573749999999999,0,revert 14->49,3.4913390999427065
74,swap,175.58230309285625,0.8573749999999999,0,revert 6->8,3.538338999962434
75,swap,175.58230309285625,0.8573749999999999,0,revert 28->8,3.574544299975969
76,swap,175.58230309285625,0.8573749999999999,0,revert 30->10,3.6122693999204785
77,swap,175.58230309285625,0.8573749999999999,0,revert 34->23,3.6530121999094263
78,swap,175.58230309285625,0.8573749999999999,0,revert 34->23,3.6918148999102414
79,swap,175.58230309285625,0.8573749999999999,0,revert 30->10,3.727160800015554
80,swap,175.58230309285625,0.8573749999999999,0,revert 34->3,3.7597815999761224
81,swap,175.58230309285625,0.8145062499999999,0,revert 58->10,3.796836099936627
82,swap,175.58230309285625,0.8145062499999999,0,revert 30->8,3.8322433999273926
83,swap,175.58230309285625,0.8145062499999999,0,revert 30->44,3.8679988000076264
84,swap,175.58230309285625,0.8145062499999999,0,revert 58->49,3.9068862999556586
85,swap,175.58230309285625,0.8145062499999999,0,revert 58->27,3.946012399974279
86,swap,175.58230309285625,0.8145062499999999,0,revert 28->25,3.980874600005336
87,swap,175.58230309285625,0.8145062499999999,0,revert 58->53,4.0107287999708205
88,swap,175.58230309285625,0.8145062499999999,0,revert 6->25,4.0533540999749675
89,swap,175.58230309285625,0.8145062499999999,0,revert 14->49,4.101029800018296
90,swap,175.58230309285625,0.8145062499999999,0,revert 58->16,4.14353299990762
91,swap,175.58230309285625,0.8145062499999999,0,revert 34->13,4.184385299915448
92,swap,175.58230309285625,0.8145062499999999,0,revert 28->29,4.224426499917172
93,swap,175.58230309285625,0.8145062499999999,0,revert 34->44,4.263276099925861
94,swap,175.58230309285625,0.8145062499999999,0,revert 6->12,4.306653199950233
95,swap,175.58230309285625,0.8145062499999999,0,revert 6->50,4.348221899941564
96,swap,175.58230309285625,0.8145062499999999,0,revert 14->15,4.392513999948278
97,swap,175.58230309285625,0.8145062499999999,0,revert 28->33,4.434107700013556
98,swap,175.58230309285625,0.8145062499999999,0,revert 6->19,4.477468199911527
99,swap,175.58230309285625,0.8145062499999999,0,revert 28->52,4.5298025999218225
100,swap,175.58230309285625,0.8145062499999999,0,revert 30->47,4.580341499997303
101,swap,175.58230309285625,0.7737809374999999,0,revert 34->20,4.627876300015487
102,swap,175.58230309285625,0.7737809374999999,0,revert 6->45,4.673762699938379
103,swap,175.58230309285625,0.7737809374999999,0,revert 6->55,4.721045300015248
104,swap,175.58230309285625,0.7737809374999999,0,revert 6->56,4.7611341999145225
105,swap,175.58230309285625,0.7737809374999999,0,revert 6->13,4.8109695999883115
