iter,move,obj,temp,accepted,detail,elapsed
0,init,146.4939839504378,,1,greedy_start,0.004486700054258108
0,init,146.4939839504378,,1,initial,0.021940300008282065
1,open_close,148.1933842395402,,1,35->14,0.10396450001280755
2,open_close,151.27948472806986,,1,7->8,0.12213110004086047
3,open_close,151.4644839252104,,1,6->15,0.5561345000751317
4,open_close,152.35413926107353,,1,46->47,2.6521232000086457
5,open_close,157.29471879940675,,1,43->12,2.955876799998805
6,open_close,157.39208671276904,,1,8->58,3.1490500000072643
7,open_close,164.12545269151255,,1,15->16,3.1675684000365436
8,open_close,172.1056880761972,,1,16->27,3.271996400086209
9,open_close,174.33437301592875,,1,27->28,4.107633100007661
10,open_close,176.55742407155597,,1,14->7,5.2393025000346825
11,open_close,179.1396497557657,,1,58->20,9.843170100008138
