iter,move,obj,temp,accepted,detail,elapsed
0,init,9.348244751659337,,1,greedy_start,0.0007757000857964158
0,init,9.348244751659337,,1,initial,0.002175200032070279
1,open_close,9.355498377149154,,1,4->19,0.008567000040784478
2,open_close,10.594476038923787,,1,18->11,0.009832700015977025
3,open_close,10.861353254021285,,1,14->3,0.015521700028330088
4,open_close,11.77711013203732,,1,19->10,0.03746810008306056
5,open_close,12.256382240985642,,1,0->7,0.0772576000308618
6,open_close,13.624278621137131,,1,7->6,0.1979263999965042
7,open_close,13.939707945534103,,1,6->14,0.3262985000619665
8,open_close,13.946961571023918,,1,14->19,0.4247582000680268
