iteration,score,best,time,k_remove,destroy_mode
1,243.45247337068992,243.45247337068992,9.986588699975982,9,area
2,243.45247337068992,243.45247337068992,21.001627899939194,11,area
3,243.45247337068992,243.45247337068992,31.812993099913,6,area
4,243.45247337068992,243.45247337068992,43.53136519994587,10,area
5,243.45247337068992,243.45247337068992,55.453591000055894,8,area
6,243.45247337068992,243.45247337068992,65.18766739987768,13,area
7,243.45247337068992,243.45247337068992,76.54867019993253,10,area
8,243.45247337068992,243.45247337068992,88.3787364999298,10,area
9,243.45247337068992,243.45247337068992,100.45140810008161,14,area
10,243.45247337068992,243.45247337068992,111.12769689993002,6,area
11,243.45247337068992,243.45247337068992,122.14315819996409,13,area
12,243.45247337068992,243.45247337068992,135.7848497000523,8,area
13,243.45247337068992,243.45247337068992,148.99995049997233,7,area
14,243.45247337068992,243.45247337068992,164.10796499997377,7,area
15,243.45247337068992,243.45247337068992,178.567726300098,11,area
16,243.45247337068992,243.45247337068992,189.71919819992036,12,area
17,243.45247337068992,243.45247337068992,199.91417389991693,9,area
18,243.45247337068992,243.45247337068992,210.82380199991167,6,area
19,243.45247337068992,243.45247337068992,222.0455418000929,8,area
20,243.45247337068992,243.45247337068992,232.0306053000968,6,area
21,243.45247337068992,243.45247337068992,243.46473439992405,9,area
22,243.45247337068992,243.45247337068992,254.24388900003396,13,area
23,243.45247337068992,243.45247337068992,266.165905199945,6,area
24,243.45247337068992,243.45247337068992,278.2239055999089,13,area
25,243.45247337068992,243.45247337068992,290.01700800005347,10,area
26,243.45247337068992,243.45247337068992,301.2754426000174,13,area
