City_Name,K_Resolution,Centroid_Longitude,Centroid_Latitude,Aggregated_Population,Population_Center_ID
Cologno Monzese,150,9.286719515094937,45.54913201408419,411.0283603668213,104
Cologno Monzese,150,9.280999482312398,45.5142935134712,757.1649494171143,104
Cologno Monzese,150,9.29903338511633,45.543259793139,316.6336975097656,104
Cologno Monzese,150,9.27814620206889,45.53404532572184,533.0920925140381,104
Cologno Monzese,150,9.298748111399721,45.51194528593542,228.88203239440918,104
Cologno Monzese,150,9.297508428127962,45.55625044615665,412.8988227844238,104
Cologno Monzese,150,9.285707423457787,45.52444457962964,515.8635215759277,104
Cologno Monzese,150,9.289937328362742,45.553029021900635,352.8613452911377,104
Cologno Monzese,150,9.306459092022752,45.54980639333505,433.2737102508545,104
Cologno Monzese,150,9.269344997936859,45.548390774886876,612.0013198852539,104
Cologno Monzese,150,9.293897423431968,45.53012570351387,724.4054737091064,104
Cologno Monzese,150,9.293064786090191,45.55586864405756,462.2726364135742,104
Cologno Monzese,150,9.280560640737754,45.521659591580246,1004.4833297729492,104
Cologno Monzese,150,9.3050234637874,45.54336721952535,447.3480968475342,104
Cologno Monzese,150,9.274056176009381,45.52342945181691,796.42138671875,104
Cologno Monzese,150,9.277564461248781,45.51530752271825,378.21875953674316,104
Cologno Monzese,150,9.269305670190342,45.52757970591375,941.742992401123,104
Cologno Monzese,150,9.277189952700576,45.52337869092931,1060.5842361450195,104
Cologno Monzese,150,9.295931343614125,45.549068414365536,449.3026924133301,104
Cologno Monzese,150,9.281515896847083,45.53148545844512,629.856861114502,104
Cologno Monzese,150,9.286922809414222,45.5412445887546,231.24582862854004,104
Cologno Monzese,150,9.296909327345903,45.53063687997019,485.95195388793945,104
Cologno Monzese,150,9.285467697022169,45.52979312714044,671.4455738067627,104
Cologno Monzese,150,9.284297351784469,45.53689696064958,691.9178810119629,104
Cologno Monzese,150,9.279103233131377,45.52887858966508,852.2597503662109,104
Cologno Monzese,150,9.287128760360146,45.517335636425884,693.0243492126465,104
Cologno Monzese,150,9.29390775833936,45.55288105394328,486.67481994628906,104
Cologno Monzese,150,9.277125795338788,45.520996519496805,688.8168334960938,104
Cologno Monzese,150,9.29457427820574,45.55082547522953,555.7316856384277,104
Cologno Monzese,150,9.285783925360231,45.51332864079215,744.8641738891602,104
Cologno Monzese,150,9.279420550483465,45.5483061517173,234.75038719177246,104
Cologno Monzese,150,9.283654937452615,45.511410511841056,658.7627143859863,104
Cologno Monzese,150,9.28390642053162,45.5155002930068,775.0290908813477,104
Cologno Monzese,150,9.269142253424741,45.545816300373325,539.2174339294434,104
Cologno Monzese,150,9.301231259478138,45.55250545535552,431.75677490234375,104
Cologno Monzese,150,9.284296300789833,45.556644228414996,473.4980125427246,104
Cologno Monzese,150,9.307601891916871,45.55489768439185,216.89843368530273,104
Cologno Monzese,150,9.295027524585848,45.5570012655542,265.9868640899658,104
Cologno Monzese,150,9.297086199604882,45.5529301242197,592.7835121154785,104
Cologno Monzese,150,9.269179203725262,45.520013448055266,57.56170082092285,104
Cologno Monzese,150,9.295584789043179,45.554995298300305,406.25,104
Cologno Monzese,150,9.291209142804982,45.53261839608196,421.7910842895508,104
Cologno Monzese,150,9.28560411362867,45.5423848802519,531.0276298522949,104
Cologno Monzese,150,9.274942580370984,45.5415022990916,258.7939052581787,104
Cologno Monzese,150,9.276067698349397,45.53716687689918,575.7897777557373,104
Cologno Monzese,150,9.273056290251938,45.54475921934914,489.6299991607666,104
Cologno Monzese,150,9.272802285803063,45.52868197752371,953.9240798950195,104
