City_Name,K_Resolution,Centroid_Longitude,Centroid_Latitude,Aggregated_Population,Population_Center_ID
Prato,200,11.07416011550843,43.885000962108506,565.9679641723633,323
Prato,200,11.094195762410857,43.86367962800394,651.6357383728027,323
Prato,200,11.094484522545576,43.89024225607619,658.4734420776367,323
Prato,200,11.110870737586405,43.87653686846731,437.0754280090332,323
Prato,200,11.085520735085373,43.88947255384078,814.268726348877,323
Prato,200,11.11116319223508,43.86413829838184,372.995906829834,323
Prato,200,11.07642439077746,43.87207120226032,215.46452522277832,323
Prato,200,11.09080796587256,43.87707052414918,718.0767402648926,323
Prato,200,11.094164700994975,43.87059891050312,486.4211654663086,323
Prato,200,11.095595048599446,43.8979641413511,306.48015213012695,323
Prato,200,11.07829307646098,43.892764409479774,515.4704284667969,323
Prato,200,11.108223713765002,43.88513924737173,396.1467914581299,323
Prato,200,11.077647798739166,43.85330030831229,361.0412349700928,323
Prato,200,11.098137727358571,43.8931860286023,294.8446235656738,323
Prato,200,11.085421233971484,43.86454855053415,135.21969413757324,323
Prato,200,11.093334739517875,43.8832656116027,626.219913482666,323
Prato,200,11.112904254825017,43.864167949383194,355.3574028015137,323
Prato,200,11.068813364707545,43.89951478595135,221.29509925842285,323
Prato,200,11.084596879757566,43.87086399173346,472.5207748413086,323
Prato,200,11.111538049261714,43.87937325635872,575.5163879394531,323
Prato,200,11.094844283458556,43.87726284968158,813.5078201293945,323
Prato,200,11.105140825374137,43.87520572556295,595.4785461425781,323
Prato,200,11.083589321565597,43.89529519497313,754.9273071289062,323
Prato,200,11.082856198374776,43.87779126064946,704.7785758972168,323
Prato,200,11.104714061085014,43.89889730882471,242.16196060180664,323
Prato,200,11.0880598324489,43.86224123881944,277.26148223876953,323
Prato,200,11.069129944336462,43.894254369868236,520.5408401489258,323
Prato,200,11.083063775785007,43.88625156083395,784.5979995727539,323
Prato,200,11.08519171177723,43.86292164607831,303.66980743408203,323
Prato,200,11.090501736884438,43.88050934277791,957.1343841552734,323
Prato,200,11.092583574818157,43.891308513759064,544.4200706481934,323
Prato,200,11.09632211182029,43.86414389463244,285.6801986694336,323
Prato,200,11.086634189618186,43.895484662621044,279.18770027160645,323
Prato,200,11.071426817625158,43.89381661870171,392.08923149108887,323
Prato,200,11.08085648504979,43.8925008995844,506.8040542602539,323
Prato,200,11.06962529580187,43.87626289158861,142.38852310180664,323
Prato,200,11.103332568919997,43.85500016058,28.15028190612793,323
Prato,200,11.07714289250211,43.886749037264536,731.58349609375,323
Prato,200,11.103929159721552,43.88045324996101,499.69322776794434,323
Prato,200,11.100051975313935,43.8804982988018,487.4126739501953,323
Prato,200,11.114000374166906,43.87071886173753,415.18198585510254,323
Prato,200,11.10098042581712,43.85833575953022,489.27842903137207,323
Prato,200,11.115099158590942,43.857639209467976,427.33287811279297,323
Prato,200,11.078010482708496,43.87805830549848,331.326078414917,323
Prato,200,11.074604871355193,43.8876255850187,559.8757972717285,323
Prato,200,11.08619937129979,43.88272582155698,539.0674152374268,323
Prato,200,11.09831868766104,43.886219623396194,625.6701889038086,323
Prato,200,11.092173440141659,43.858318013159106,545.9491291046143,323
