City_Name,K_Resolution,Centroid_Longitude,Centroid_Latitude,Aggregated_Population,Population_Center_ID
Parma,200,10.341666169533235,44.784273093798,386.4024543762207,240
Parma,200,10.320143370824937,44.79481200229573,378.4729347229004,240
Parma,200,10.31333858632485,44.784527364626896,608.0390853881836,240
Parma,200,10.349986758268537,44.81457443528472,213.8254737854004,240
Parma,200,10.313929791838238,44.810962448383,529.4764709472656,240
Parma,200,10.33288293483027,44.815025905822445,835.5299491882324,240
Parma,200,10.302032860283521,44.78931002659725,207.97607803344727,240
Parma,200,10.3527149064976,44.79249769944004,491.7855224609375,240
Parma,200,10.321664403560868,44.78720916460897,294.14637756347656,240
Parma,200,10.361228954398234,44.782101094199966,306.5213623046875,240
Parma,200,10.305039456897918,44.79805423730032,285.1073455810547,240
Parma,200,10.319096837303764,44.80300237447243,481.39596939086914,240
Parma,200,10.30724327325782,44.808023837860055,767.9924697875977,240
Parma,200,10.345664402707168,44.79327909071547,434.68019104003906,240
Parma,200,10.334375610844068,44.804244056834975,704.0925407409668,240
Parma,200,10.339212585791008,44.81038149168093,899.343677520752,240
Parma,200,10.327498904464035,44.800141712094245,635.0581893920898,240
Parma,200,10.335748517938486,44.784834148799476,458.8806266784668,240
Parma,200,10.344174029279754,44.803614860722575,243.04404067993164,240
Parma,200,10.33195585477421,44.78184068470681,625.5704231262207,240
Parma,200,10.327230156481788,44.80972480188188,605.8707313537598,240
Parma,200,10.330402021432377,44.79472923387237,529.4768905639648,240
Parma,200,10.349819581992827,44.794990578135454,456.6238250732422,240
Parma,200,10.320566185422308,44.78859082656653,108.32046508789062,240
Parma,200,10.338978423858293,44.78169675101219,353.0090103149414,240
Parma,200,10.334866924114138,44.78971164502469,722.6719818115234,240
Parma,200,10.349361981136523,44.80021489283967,301.34363555908203,240
Parma,200,10.319553110469235,44.77747363173739,239.65868377685547,240
Parma,200,10.33387262993509,44.81199723945645,723.439769744873,240
Parma,200,10.342340390689996,44.790081341405205,332.11764907836914,240
Parma,200,10.319160605220068,44.78576830159484,307.9801445007324,240
Parma,200,10.342915486292474,44.810393273326945,632.7367172241211,240
Parma,200,10.336710741803147,44.803946128633065,671.2027130126953,240
Parma,200,10.361049993493484,44.79062535263037,388.2662467956543,240
Parma,200,10.321517408631443,44.78320215020413,296.1758117675781,240
Parma,200,10.329526724900607,44.78861941224946,515.9185256958008,240
Parma,200,10.351502737044513,44.800196623103645,406.02757263183594,240
Parma,200,10.326936151389777,44.813166900789255,910.4050712585449,240
Parma,200,10.355376301489818,44.797095780938,429.50867080688477,240
Parma,200,10.305353496154812,44.80321429180885,615.6289329528809,240
Parma,200,10.312918852136859,44.79400446801367,588.2253303527832,240
Parma,200,10.362477604206122,44.78435301479227,389.6519470214844,240
Parma,200,10.315109221433636,44.798827527967745,636.5513763427734,240
Parma,200,10.332563424040044,44.796491970827326,638.1774597167969,240
Parma,200,10.310922879451695,44.79553968920127,523.2280540466309,240
Parma,200,10.365434991162656,44.785044638002866,495.4004936218262,240
Parma,200,10.319178383394041,44.80997236742223,286.71413803100586,240
Parma,200,10.33832704766011,44.7849268751439,504.5089225769043,240
Parma,200,10.31260862412508,44.800749578142074,455.2360076904297,240
Parma,200,10.311583859012714,44.79013985025259,396.64964294433594,240
Parma,200,10.355237240114503,44.79372284417547,502.60715103149414,240
Parma,200,10.355041365284018,44.78823331027972,499.9779167175293,240
Parma,200,10.361249236535837,44.78849848321954,464.44010162353516,240
Parma,200,10.3215358455936,44.80261575065375,436.3475570678711,240
Parma,200,10.318987213703851,44.78287925722332,481.9381561279297,240
Parma,200,10.347508454565356,44.80429158119381,515.0711326599121,240
Parma,200,10.302288896819183,44.79788339396491,364.5260238647461,240
Parma,200,10.31287168995982,44.806677029091134,679.6702041625977,240
Parma,200,10.31654259341142,44.78276847361536,478.3980941772461,240
Parma,200,10.325337568485779,44.79660296604379,636.875316619873,240
Parma,200,10.330288970588224,44.78521962488301,479.17063903808594,240
Parma,200,10.337110261293336,44.80072766955421,635.4882621765137,240
