station,status,load_exact,load_best,load_diff_best_minus_exact
19,common,15.0,14.173104637316024,-0.8268953626839757
2,only_exact,15.0,0.0,-15.0
4,only_exact,15.0,0.0,-15.0
6,only_exact,14.999999999999996,0.0,-14.999999999999996
14,only_best,0.0,14.088342147022933,14.088342147022933
12,only_best,0.0,14.055497792303765,14.055497792303765
13,only_best,0.0,13.026549597366174,13.026549597366174
