filename,file,lineno,function,ncalls,tottime_s,cumtime_s,tottime_%,cumtime_%_vs_total_tottime,group
c:\Users\asus\miniconda3\envs\evcs\Lib\random.py,random.py,235,_randbelow_with_getrandbits,17735,0.0101198,0.0138048,0.016431476,0.022414795,other
~,~,0,<method 'items' of 'dict' objects>,157346,0.0117432,0.0117432,0.019067384,0.019067384,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,551,destroy_partial,59,0.0018867,0.0116282,0.003063427,0.018880659,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,429,<listcomp>,512,0.004625,0.0109023,0.007509593,0.017702018,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,25,<genexpr>,7006,0.0047256,0.0090546,0.007672937,0.014701916,your code (other)
~,~,0,<built-in method __new__ of type object at 0x00007FFF30936900>,76546,0.0086386,0.0086386,0.014026458,0.014026458,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\autoslots.py,autoslots.py,232,weakref_mapper,49678,0.0084927,0.0084927,0.013789561,0.013789561,other
~,~,0,<built-in method builtins.abs>,61654,0.0075775,0.0075775,0.012303555,0.012303555,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,97,apply_method,2,2.23E-05,0.0074773,3.62E-05,0.01214086,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\block.py,block.py,556,__setattr__,133,0.0003538,0.0069493,0.000574464,0.011283549,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\block.py,block.py,936,add_component,30,0.0002493,0.0065843,0.000404787,0.0106909,other
~,~,0,<built-in method builtins.iter>,32131,0.0063495,0.0065548,0.010309656,0.010643001,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\staleflag.py,staleflag.py,18,stale_mapper,15576,0.0046015,0.0064321,0.007471436,0.010443774,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,526,list_open_sites,179,0.000242,0.0062673,0.000392934,0.010176189,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,34,add_closest_only,2,0.0003853,0.0060989,0.00062561,0.009902758,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\utils\collect_vars_and_named_exprs.py,collect_vars_and_named_exprs.py,53,collect_vars_and_named_exprs,266,0.000482,0.0060844,0.000782621,0.009879215,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\repn\standard_repn.py,standard_repn.py,260,generate_standard_repn,266,0.0017167,0.0060224,0.002787399,0.009778545,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,183,to_bounded_expression,1325,0.0016516,0.0057756,0.002681696,0.009377817,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\autoslots.py,autoslots.py,70,_deepcopy,177,0.0001029,0.0057381,0.000167078,0.009316929,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\base.py,base.py,1003,_check_for_new_vars,266,0.0004493,0.0054303,0.000729527,0.008817155,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\base.py,base.py,973,add_variables,266,0.0004764,0.0049104,0.000773529,0.007972996,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\solvers\highs.py,highs.py,347,_add_variables,266,0.0011688,0.004343,0.001897776,0.007051711,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,448,__add__,2673,0.0010456,0.004105,0.001697736,0.006665271,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,527,<listcomp>,179,0.001699,0.0038891,0.002758659,0.006314715,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\expression.py,expression.py,94,args,15764,0.0037662,0.0037662,0.006115163,0.006115163,other
~,~,0,<method 'acquire' of '_thread.lock' objects>,42,0.0037392,0.0037392,0.006071323,0.006071323,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\repn\standard_repn.py,standard_repn.py,1196,_generate_standard_repn,92,0.0003634,0.0037105,0.000590051,0.006024723,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,458,__sub__,1385,0.0006021,0.0036421,0.000977627,0.005913662,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,674,construct,8,0.000179,0.0036192,0.000290642,0.00587648,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,289,__enter__,2,1.55E-05,0.0036169,2.52E-05,0.005872745,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,318,_enter_impl,2,0.0001051,0.0035971,0.00017065,0.005840596,other
c:\Users\asus\miniconda3\envs\evcs\Lib\copy.py,copy.py,259,_reconstruct,177,0.0006589,0.0034407,0.001069853,0.00558665,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\repn\standard_repn.py,standard_repn.py,474,_collect_sum,92,0.0006998,0.0031322,0.001136262,0.00508574,other
~,~,0,<method 'setdefault' of 'dict' objects>,24616,0.0029591,0.0029591,0.004804678,0.004804678,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,261,build_initial_solution_weighted,1,0.0002862,0.0028713,0.000464702,0.004662118,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,309,__exit__,2,1.19E-05,0.0027944,1.93E-05,0.004537255,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,438,_exit_impl,2,2.13E-05,0.0027765,3.46E-05,0.004508191,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,265,_exit_context_stack,2,2.92E-05,0.0027543,4.74E-05,0.004472145,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\initializer.py,initializer.py,343,__call__,304,0.0001432,0.0027508,0.000232513,0.004466462,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,278,body,530,0.0002323,0.0026171,0.000377185,0.004249374,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,1179,nargs,16743,0.0025675,0.0025675,0.004168839,0.004168839,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,1056,add,224,0.0002063,0.0025039,0.000334968,0.004065572,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,753,__exit__,2,1.83E-05,0.0024648,2.97E-05,0.004002085,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\indexed_component.py,indexed_component.py,428,keys,246,0.0009599,0.0024494,0.001558586,0.00397708,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,699,close,4,3.42E-05,0.0024462,5.55E-05,0.003971885,other
~,~,0,<method 'getrandbits' of '_random.Random' objects>,27785,0.0023463,0.0023463,0.003809677,0.003809677,other
c:\Users\asus\miniconda3\envs\evcs\Lib\threading.py,threading.py,1087,join,2,1.31E-05,0.0022858,2.13E-05,0.003711444,other
c:\Users\asus\miniconda3\envs\evcs\Lib\threading.py,threading.py,1125,_wait_for_tstate_lock,14,1.46E-05,0.0022782,2.37E-05,0.003699104,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\repn\standard_repn.py,standard_repn.py,1167,_collect_standard_repn,256,0.0001977,0.0022334,0.000321005,0.003626362,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\utils\collect_vars_and_named_exprs.py,collect_vars_and_named_exprs.py,26,visiting_potential_leaf,2613,0.0016958,0.0021902,0.002753463,0.003556218,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\indexed_component.py,indexed_component.py,424,__iter__,181,0.0001358,0.0021494,0.000220498,0.003489972,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\disable_methods.py,disable_methods.py,120,construct,14,3.76E-05,0.002061,6.11E-05,0.003346437,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\geom.py,geom.py,4,build_arcs,1,0.0001169,0.002009,0.00018981,0.003262005,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\ipykernel\iostream.py,iostream.py,592,flush,4,3.80E-05,0.001983,6.17E-05,0.003219789,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\repn\standard_repn.py,standard_repn.py,1073,_collect_linear,164,0.0008838,0.0019641,0.001435022,0.003189101,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\scipy\spatial\distance.py,distance.py,2793,cdist,1,1.65E-05,0.0018623,2.68E-05,0.003023809,other
~,~,0,<built-in method scipy.spatial._distance_pybind.cdist_euclidean>,1,0.0018435,0.0018435,0.002993283,0.002993283,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\ipykernel\ipkernel.py,ipkernel.py,781,_clean_thread_parent_frames,134,0.0006921,0.0017402,0.00112376,0.002825555,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,1191,_trunc_append,1158,0.0009721,0.0016081,0.001578395,0.002611065,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,377,has_lb,265,9.95E-05,0.0016041,0.000161558,0.00260457,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\visitor.py,visitor.py,868,finalize,16047,0.0015945,0.0015945,0.002588983,0.002588983,other
c:\Users\asus\miniconda3\envs\evcs\Lib\threading.py,threading.py,611,wait,6,3.13E-05,0.0015672,5.08E-05,0.002544656,other
c:\Users\asus\miniconda3\envs\evcs\Lib\threading.py,threading.py,295,wait,6,2.78E-05,0.0015235,4.51E-05,0.002473701,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,629,__neg__,1444,0.0004669,0.0015123,0.000758104,0.002455515,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,344,lb,265,0.0001809,0.0015046,0.000293727,0.002443013,other
~,~,0,<built-in method highspy._core.addVars>,266,0.0014324,0.0014324,0.002325782,0.002325782,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,382,has_ub,265,9.00E-05,0.0013975,0.000146133,0.002269115,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\indexed_component.py,indexed_component.py,666,__setitem__,264,0.0003383,0.001366,0.000549296,0.002217968,other
c:\Users\asus\miniconda3\envs\evcs\Lib\copy.py,copy.py,227,_deepcopy_dict,236,0.0003892,0.0013652,0.000631942,0.002216669,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\initializer.py,initializer.py,484,__call__,4,4.90E-06,0.001343,7.96E-06,0.002180623,other
~,~,0,<method 'bit_length' of 'int' objects>,17735,0.0013387,0.0013387,0.002173642,0.002173642,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\objective.py,objective.py,297,construct,4,3.88E-05,0.0013269,6.30E-05,0.002154482,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,323,upper,245,0.0001792,0.0013119,0.000290966,0.002130126,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,349,ub,265,0.000164,0.0013075,0.000266286,0.002122982,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\base.py,base.py,1073,set_objective,1,5.03E-05,0.0012808,8.17E-05,0.00207963,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,357,<dictcomp>,60,0.0004885,0.0012251,0.000793175,0.00198919,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\model.py,model.py,50,obj_rule,2,3.90E-06,0.0012139,6.33E-06,0.001971004,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\model.py,model.py,63,capacity_rule,40,5.97E-05,0.0011966,9.69E-05,0.001942914,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\gc_manager.py,gc_manager.py,63,__exit__,59,6.66E-05,0.0011859,0.000108138,0.001925541,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\gc_manager.py,gc_manager.py,66,close,59,0.0007514,0.0011193,0.001220045,0.001817403,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,2012,_add_linear_monomial,684,0.0001605,0.0011107,0.000260603,0.001803439,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\param.py,param.py,1029,__getitem__,1892,0.0007354,0.0011076,0.001194066,0.001798405,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\set.py,set.py,1379,add,224,0.0001375,0.0010563,0.000223258,0.00171511,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,430,<listcomp>,512,0.0010553,0.0010553,0.001713486,0.001713486,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,676,open,4,2.23E-05,0.0010499,3.62E-05,0.001704718,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\indexed_component.py,indexed_component.py,1089,_setitem_when_not_present,536,0.0004925,0.0010365,0.00079967,0.001682961,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\scripts\destruction_reconstruction.py,destruction_reconstruction.py,40,to_df,1,2.05E-05,0.0010018,3.33E-05,0.001626618,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pandas\core\frame.py,frame.py,694,__init__,1,2.10E-05,0.0009813,3.41E-05,0.001593333,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\staleflag.py,staleflag.py,47,is_stale,7788,0.0009807,0.0009807,0.001592358,0.001592358,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\gc_manager.py,gc_manager.py,51,__enter__,59,0.0006077,0.0009632,0.00098672,0.001563944,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\set.py,set.py,1418,update,230,0.0002958,0.0009559,0.000480289,0.001552091,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,658,STDOUT,6,7.20E-06,0.0009521,1.17E-05,0.001545921,other
~,~,0,<built-in method highspy._core.changeColsIntegrality>,266,0.0009398,0.0009398,0.001525949,0.001525949,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pandas\core\internals\construction.py,construction.py,423,dict_to_mgr,1,2.23E-05,0.0009319,3.62E-05,0.001513122,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\ipykernel\iostream.py,iostream.py,259,schedule,8,2.76E-05,0.0009231,4.48E-05,0.001498834,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,1278,__init__,2172,0.0007576,0.0008766,0.001230112,0.001423332,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\zmq\sugar\socket.py,socket.py,623,send,8,0.000873,0.000873,0.001417486,0.001417486,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\config.py,config.py,2458,__getattr__,279,0.0002077,0.0008428,0.000337242,0.001368451,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,1338,constant,164,0.0001079,0.0008409,0.000175197,0.001365366,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\repn\standard_repn.py,standard_repn.py,1044,_collect_negation,92,4.66E-05,0.0008145,7.57E-05,0.0013225,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\tee.py,tee.py,766,_start,4,1.55E-05,0.0007924,2.52E-05,0.001286617,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,406,__le__,490,0.0001882,0.0007815,0.00030558,0.001268918,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,2008,_add_linear_var,474,0.0001128,0.0007707,0.000183153,0.001251382,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\solvers\highs.py,highs.py,159,__init__,2,2.12E-05,0.0007579,3.44E-05,0.001230599,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\model.py,model.py,59,open_link,224,0.0001411,0.0007408,0.000229103,0.001202834,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,280,<dictcomp>,1,9.80E-06,0.0007405,1.59E-05,0.001202347,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,1320,_build_cache,164,0.0005659,0.000733,0.000918849,0.001190169,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pandas\core\internals\construction.py,construction.py,96,arrays_to_mgr,1,1.48E-05,0.0007195,2.40E-05,0.001168249,other
c:\Users\asus\miniconda3\envs\evcs\Lib\threading.py,threading.py,945,start,2,7.70E-06,0.0007177,1.25E-05,0.001165326,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,330,<listcomp>,20,0.0001007,0.0007166,0.000163506,0.00116354,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,280,<genexpr>,132,0.0001085,0.0007121,0.000176171,0.001156234,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\set.py,set.py,1929,update,224,0.000135,0.0007062,0.000219199,0.001146654,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,530,_euclid,590,0.0005966,0.0007043,0.000968697,0.001143569,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,110,<genexpr>,226,0.0001988,0.0006823,0.000322791,0.001107848,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\model.py,model.py,55,demand_once,40,3.53E-05,0.0006702,5.73E-05,0.001088201,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\model.py,model.py,51,<genexpr>,226,0.0002608,0.0006695,0.00042346,0.001087064,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,518,__rsub__,224,0.0001113,0.0006582,0.000180717,0.001068717,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\relational_expr.py,relational_expr.py,107,args,1325,0.0005256,0.0006401,0.000853414,0.001039328,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,38,<genexpr>,846,0.0002736,0.0006367,0.000444243,0.001033807,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,80,compute_farther,3,0.0002074,0.0006321,0.000336755,0.001026338,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\relational_expr.py,relational_expr.py,579,_le_expr,528,0.0001995,0.0006309,0.000323927,0.00102439,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\initializer.py,initializer.py,37,Initializer,76,8.98E-05,0.000612,0.000145808,0.000993702,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\model.py,model.py,64,<genexpr>,264,0.0001719,0.0006056,0.000279113,0.00098331,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\config.py,config.py,2396,__getitem__,279,0.0003319,0.0005993,0.000538905,0.000973081,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\ipykernel\ipkernel.py,ipkernel.py,796,<setcomp>,67,0.0002823,0.0005953,0.000458369,0.000966586,other
~,~,0,<method '__reduce_ex__' of 'object' objects>,177,0.000497,0.0005807,0.000806977,0.00094288,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\param.py,param.py,954,__call__,143,0.0003148,0.0005658,0.000511139,0.000918687,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\set.py,set.py,1810,_update_impl,230,0.0001946,0.0005588,0.000315971,0.000907321,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,354,<setcomp>,60,0.0005517,0.0005517,0.000895793,0.000895793,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\base.py,base.py,927,__init__,2,2.48E-05,0.0005462,4.03E-05,0.000886863,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,528,__rmul__,672,0.0002215,0.0005461,0.000359649,0.0008867,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\solvers\highs.py,highs.py,649,_postsolve,1,4.33E-05,0.0005431,7.03E-05,0.000881829,other
~,~,0,<built-in method builtins.max>,2114,0.0005386,0.0005386,0.000874523,0.000874523,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\set.py,set.py,2296,construct,16,3.43E-05,0.0005348,5.57E-05,0.000868352,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,593,<genexpr>,236,0.0001544,0.0005286,0.000250699,0.000858286,your code (other)
~,~,0,<method 'get' of 'dict' objects>,4301,0.0005112,0.0005112,0.000830033,0.000830033,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\multithread.py,multithread.py,32,__getattr__,295,0.000312,0.0005057,0.000506593,0.000821103,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,663,__init__,10,3.42E-05,0.0005009,5.55E-05,0.000813309,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\base.py,base.py,458,__init__,2,3.46E-05,0.0004982,5.62E-05,0.000808925,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,508,__radd__,494,0.0002086,0.0004923,0.000338703,0.000799345,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,355,<setcomp>,60,0.0004788,0.0004788,0.000777426,0.000777426,your code (other)
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\set.py,set.py,2353,_getitem_when_not_present,8,4.22E-05,0.0004683,6.85E-05,0.000760377,other
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,734,compare_solutions,1,9.10E-06,0.000468,1.48E-05,0.00075989,your code (other)
C:\Users\asus\OneDrive\EV-projects\evcs-projects\src\evcs\methods.py,methods.py,721,extract_solution,2,0.0001103,0.0004568,0.000179094,0.000741704,your code (other)
~,~,0,<built-in method numpy.array>,1073,0.0004554,0.0004554,0.000739431,0.000739431,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pandas\core\construction.py,construction.py,517,sanitize_array,7,5.61E-05,0.0004525,9.11E-05,0.000734722,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,1926,_add_var_monomial,560,0.0001937,0.0004365,0.00031451,0.000708743,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,2527,_neg_sum,460,0.0002946,0.0004364,0.000478341,0.000708581,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\solvers\highs.py,highs.py,747,load_vars,1,5.42E-05,0.0004341,8.80E-05,0.000704846,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\relational_expr.py,relational_expr.py,286,__init__,530,0.0003416,0.0004327,0.000554654,0.000702573,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\block.py,block.py,1615,component_data_objects,269,4.98E-05,0.0004245,8.09E-05,0.000689259,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\expr\numeric_expr.py,numeric_expr.py,2518,_neg_var,784,0.0002866,0.0004031,0.000465351,0.000654512,other
c:\Users\asus\miniconda3\envs\evcs\Lib\copy.py,copy.py,243,_keep_alive,531,0.0003193,0.0004022,0.000518446,0.00065305,other
c:\Users\asus\miniconda3\envs\evcs\Lib\threading.py,threading.py,1501,enumerate,67,0.0003662,0.0004001,0.000594597,0.000649641,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\set.py,set.py,1908,_initialize,6,8.10E-06,0.0003991,1.32E-05,0.000648017,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pandas\core\internals\construction.py,construction.py,596,_homogenize,1,1.41E-05,0.0003985,2.29E-05,0.000647043,other
c:\Users\asus\miniconda3\envs\evcs\Lib\inspect.py,inspect.py,1332,getfullargspec,10,7.71E-05,0.0003921,0.000125187,0.000636651,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\set.py,set.py,1400,_initialize,6,6.30E-06,0.000391,1.02E-05,0.000634865,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\solvers\highs.py,highs.py,377,_reinit,1,8.80E-06,0.0003812,1.43E-05,0.000618953,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\common\config.py,config.py,2472,__setattr__,386,0.0002313,0.0003761,0.000375561,0.000610672,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\constraint.py,constraint.py,396,set_value,530,0.0001858,0.0003741,0.000301683,0.000607425,pyomo internals
c:\Users\asus\miniconda3\envs\evcs\Lib\copy.py,copy.py,264,<genexpr>,354,9.98E-05,0.0003719,0.000162045,0.000603852,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\param.py,param.py,812,construct,6,2.05E-05,0.0003718,3.33E-05,0.00060369,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\contrib\appsi\solvers\highs.py,highs.py,597,_set_objective,1,8.75E-05,0.0003717,0.000142073,0.000603528,other
c:\Users\asus\miniconda3\envs\evcs\Lib\site-packages\pyomo\core\base\indexed_component.py,indexed_component.py,810,_validate_index,264,0.000181,0.0003677,0.000293889,0.000597033,other
