iteration,score,best,time,k_remove,destroy_mode
116,55.343494174008896,55.343494174008896,36.18539169989526,2,area
117,55.343494174008896,55.343494174008896,36.4454737000633,2,area
118,52.035567602319276,55.343494174008896,36.73407520004548,1,area
119,55.343494174008896,55.343494174008896,36.96771329990588,1,area
120,53.55835755754417,55.343494174008896,37.2078182999976,2,area
121,55.343494174008896,55.343494174008896,37.65340229985304,2,area
122,55.343494174008896,55.343494174008896,37.8997349999845,1,area
123,54.01728370455484,55.343494174008896,38.142685199854895,2,area
124,55.343494174008896,55.343494174008896,38.38298360002227,2,area
125,55.343494174008896,55.343494174008896,38.74655619985424,1,area
126,55.343494174008896,55.343494174008896,39.053160399897024,2,area
127,50.9916365087996,55.343494174008896,39.37625600001775,2,area
128,55.343494174008896,55.343494174008896,39.70259310002439,1,area
129,55.343494174008896,55.343494174008896,40.061327799921855,1,area
130,53.55835755754417,55.343494174008896,40.330842199968174,2,area
131,55.343494174008896,55.343494174008896,40.79348769993521,2,area
132,55.343494174008896,55.343494174008896,41.08625809988007,2,area
133,55.343494174008896,55.343494174008896,41.360351599985734,2,area
134,53.55835755754417,55.343494174008896,41.7516741999425,2,area
135,55.343494174008896,55.343494174008896,42.171133999945596,1,area
136,55.343494174008896,55.343494174008896,42.443516900064424,2,area
137,55.343494174008896,55.343494174008896,42.84097469993867,2,area
138,55.343494174008896,55.343494174008896,43.153059700038284,1,area
139,55.343494174008896,55.343494174008896,43.48776609986089,2,area
140,55.343494174008896,55.343494174008896,43.81829379987903,2,area
141,52.035567602319276,55.343494174008896,44.062399399932474,2,area
142,55.343494174008896,55.343494174008896,44.40891380002722,2,area
143,55.343494174008896,55.343494174008896,44.72809799993411,1,area
144,55.343494174008896,55.343494174008896,45.1145802999381,2,area
145,55.343494174008896,55.343494174008896,45.352402499876916,2,area
146,55.343494174008896,55.343494174008896,45.6034583998844,1,area
147,55.343494174008896,55.343494174008896,45.994708199985325,2,area
148,55.343494174008896,55.343494174008896,46.369095999980345,1,area
149,55.343494174008896,55.343494174008896,46.63073109998368,2,area
150,55.343494174008896,55.343494174008896,46.90960550005548,2,area
151,55.343494174008896,55.343494174008896,47.25170150003396,1,area
152,55.343494174008896,55.343494174008896,47.58136019995436,2,area
153,55.343494174008896,55.343494174008896,47.86965260002762,2,area
154,55.343494174008896,55.343494174008896,48.20794710004702,2,area
155,55.343494174008896,55.343494174008896,48.52208469994366,2,area
156,55.343494174008896,55.343494174008896,48.846087999874726,1,area
157,55.343494174008896,55.343494174008896,49.19390579988249,1,area
158,55.343494174008896,55.343494174008896,49.42794770002365,1,area
159,55.343494174008896,55.343494174008896,49.698323499877006,2,area
160,53.55835755754417,55.343494174008896,49.94045990006998,1,area
161,55.343494174008896,55.343494174008896,50.25323889986612,1,area
162,55.343494174008896,55.343494174008896,50.4908640999347,2,area
163,55.343494174008896,55.343494174008896,50.82357400003821,1,area
164,55.343494174008896,55.343494174008896,51.16923559992574,1,area
165,55.343494174008896,55.343494174008896,51.499885899946094,1,area
166,55.343494174008896,55.343494174008896,51.740913399960846,1,area
167,55.343494174008896,55.343494174008896,52.09460649988614,1,area
168,55.343494174008896,55.343494174008896,52.34177549998276,1,area
169,55.343494174008896,55.343494174008896,52.60342489997856,2,area
170,55.343494174008896,55.343494174008896,52.98405359988101,1,area
171,55.343494174008896,55.343494174008896,53.279664899921045,1,area
172,55.343494174008896,55.343494174008896,53.5801287998911,1,area
173,55.343494174008896,55.343494174008896,53.81602660007775,1,area
174,53.55835755754417,55.343494174008896,54.10861409991048,2,area
175,55.343494174008896,55.343494174008896,54.38051649997942,1,area
176,55.343494174008896,55.343494174008896,54.66096740006469,1,area
177,55.343494174008896,55.343494174008896,54.958304699976,2,area
178,53.55835755754417,55.343494174008896,55.248033199924976,2,area
179,55.343494174008896,55.343494174008896,55.51971230003983,1,area
180,55.343494174008896,55.343494174008896,55.82127399998717,1,area
181,55.343494174008896,55.343494174008896,56.17105020000599,1,area
182,55.343494174008896,55.343494174008896,56.43346119998023,2,area
183,55.343494174008896,55.343494174008896,56.773913899902254,1,area
184,55.343494174008896,55.343494174008896,57.068121699849144,1,area
185,55.343494174008896,55.343494174008896,57.33822659985162,1,area
186,55.343494174008896,55.343494174008896,57.60790539998561,2,area
187,55.343494174008896,55.343494174008896,57.9858671000693,2,area
188,55.343494174008896,55.343494174008896,58.319924799958244,2,area
189,55.343494174008896,55.343494174008896,58.637512400047854,2,area
190,55.343494174008896,55.343494174008896,58.920388399856165,2,area
191,55.343494174008896,55.343494174008896,59.22483900003135,2,area
192,54.01728370455484,55.343494174008896,59.48747040005401,2,area
193,55.343494174008896,55.343494174008896,59.79137809993699,1,area
194,55.343494174008896,55.343494174008896,60.16003519995138,2,area
195,55.343494174008896,55.343494174008896,60.446501599857584,1,area
196,55.343494174008896,55.343494174008896,60.7431554000359,1,area
197,55.343494174008896,55.343494174008896,61.02264179987833,1,area
198,55.343494174008896,55.343494174008896,61.269085000036284,1,area
199,55.343494174008896,55.343494174008896,61.507068699924275,1,area
200,55.343494174008896,55.343494174008896,61.89841779996641,1,area
201,55.343494174008896,55.343494174008896,62.23352920007892,1,area
202,55.343494174008896,55.343494174008896,62.60115069989115,1,area
203,55.343494174008896,55.343494174008896,62.95469869999215,1,area
204,55.343494174008896,55.343494174008896,63.20539129991084,1,area
205,55.343494174008896,55.343494174008896,63.47014699992724,2,area
206,55.343494174008896,55.343494174008896,63.73576160008088,2,area
207,55.343494174008896,55.343494174008896,64.01061529992148,1,area
208,55.343494174008896,55.343494174008896,64.38994090002961,1,area
209,55.343494174008896,55.343494174008896,64.74119849991985,1,area
210,55.343494174008896,55.343494174008896,65.00951300002635,1,area
211,55.343494174008896,55.343494174008896,65.38685099990107,2,area
212,53.55835755754417,55.343494174008896,65.69136209995486,2,area
213,55.343494174008896,55.343494174008896,65.9617645998951,1,area
214,50.9916365087996,55.343494174008896,66.25941829988733,2,area
215,55.343494174008896,55.343494174008896,66.50210549985059,1,area
216,54.01728370455484,55.343494174008896,66.73422580002807,2,area
217,55.343494174008896,55.343494174008896,67.0171701000072,1,area
218,55.343494174008896,55.343494174008896,67.28294200007804,2,area
219,55.343494174008896,55.343494174008896,67.58893839991651,1,area
220,55.343494174008896,55.343494174008896,67.86970659997314,2,area
221,55.343494174008896,55.343494174008896,68.10595209989697,1,area
222,55.343494174008896,55.343494174008896,68.37839169986546,2,area
223,55.343494174008896,55.343494174008896,68.63911470002495,2,area
224,55.343494174008896,55.343494174008896,68.92619300005026,2,area
225,55.343494174008896,55.343494174008896,69.23796209995635,1,area
226,55.343494174008896,55.343494174008896,69.53596600005403,2,area
227,54.01728370455484,55.343494174008896,69.8949720999226,2,area
228,55.343494174008896,55.343494174008896,70.15690569998696,2,area
229,55.343494174008896,55.343494174008896,70.38741359999403,1,area
230,55.343494174008896,55.343494174008896,70.69652040000074,1,area
231,55.343494174008896,55.343494174008896,70.95157289993949,1,area
232,53.55835755754417,55.343494174008896,71.29113949998282,1,area
233,55.343494174008896,55.343494174008896,71.5840104999952,2,area
234,53.55835755754417,55.343494174008896,71.8342559998855,2,area
235,55.343494174008896,55.343494174008896,72.07567769987509,1,area
236,55.343494174008896,55.343494174008896,72.35078069986776,1,area
237,55.343494174008896,55.343494174008896,72.58517470001243,1,area
238,54.01728370455484,55.343494174008896,72.90417269989848,2,area
239,55.343494174008896,55.343494174008896,73.17326839989983,1,area
240,55.343494174008896,55.343494174008896,73.49889290006831,2,area
241,53.55835755754417,55.343494174008896,73.74155789986253,2,area
242,55.343494174008896,55.343494174008896,74.0955527999904,2,area
243,53.55835755754417,55.343494174008896,74.36185760004446,2,area
244,55.343494174008896,55.343494174008896,74.6301444999408,1,area
245,55.343494174008896,55.343494174008896,74.86577669996768,1,area
246,55.343494174008896,55.343494174008896,75.10222840006463,1,area
247,54.01728370455484,55.343494174008896,75.45997960004024,2,area
248,55.343494174008896,55.343494174008896,75.70557189988904,2,area
249,55.343494174008896,55.343494174008896,75.94302930007689,1,area
250,55.343494174008896,55.343494174008896,76.34183910000138,2,area
251,50.9916365087996,55.343494174008896,76.64277769997716,1,area
252,55.343494174008896,55.343494174008896,76.89130200003274,1,area
253,55.343494174008896,55.343494174008896,77.12947879987769,1,area
254,53.55835755754417,55.343494174008896,77.39990590000525,2,area
255,55.343494174008896,55.343494174008896,77.69653739989735,1,area
256,55.343494174008896,55.343494174008896,78.0027133000549,1,area
257,54.01728370455484,55.343494174008896,78.26749400002882,2,area
258,55.343494174008896,55.343494174008896,78.58203889988363,1,area
259,55.343494174008896,55.343494174008896,78.81360940006562,1,area
260,55.343494174008896,55.343494174008896,79.16731940000318,1,area
261,55.343494174008896,55.343494174008896,79.45844169985503,1,area
262,55.343494174008896,55.343494174008896,79.7053167000413,1,area
263,55.343494174008896,55.343494174008896,80.1406673998572,2,area
264,55.343494174008896,55.343494174008896,80.38484099996276,1,area
265,53.55835755754417,55.343494174008896,80.68089239997789,2,area
266,53.55835755754417,55.343494174008896,80.98540899995714,1,area
267,55.343494174008896,55.343494174008896,81.28558190003969,2,area
268,50.9916365087996,55.343494174008896,81.62211790005676,2,area
269,55.343494174008896,55.343494174008896,81.99834449985065,1,area
270,54.01728370455484,55.343494174008896,82.24921759986319,2,area
271,55.343494174008896,55.343494174008896,82.496590499999,2,area
272,55.343494174008896,55.343494174008896,82.86097569996491,2,area
273,55.343494174008896,55.343494174008896,83.09399629989639,1,area
274,55.343494174008896,55.343494174008896,83.44235050003044,1,area
275,55.343494174008896,55.343494174008896,83.82090729987249,2,area
276,55.343494174008896,55.343494174008896,84.09688419988379,1,area
277,55.343494174008896,55.343494174008896,84.43130209995434,2,area
278,55.343494174008896,55.343494174008896,84.6902618999593,1,area
279,55.343494174008896,55.343494174008896,85.01797279994935,2,area
280,55.343494174008896,55.343494174008896,85.32844459987246,1,area
281,55.343494174008896,55.343494174008896,85.63380989991128,1,area
282,55.343494174008896,55.343494174008896,85.96062540006824,2,area
283,55.343494174008896,55.343494174008896,86.23009980004281,1,area
284,55.343494174008896,55.343494174008896,86.61720840004273,2,area
285,54.01728370455484,55.343494174008896,86.91516930004582,1,area
286,55.343494174008896,55.343494174008896,87.30264770006761,1,area
287,55.343494174008896,55.343494174008896,87.69909180002287,2,area
288,55.343494174008896,55.343494174008896,88.05181650002487,2,area
289,55.343494174008896,55.343494174008896,88.33295829989947,1,area
290,55.343494174008896,55.343494174008896,88.69295830000192,2,area
291,55.343494174008896,55.343494174008896,88.94670809991658,2,area
292,50.9916365087996,55.343494174008896,89.24059879989363,2,area
293,55.343494174008896,55.343494174008896,89.49861910007894,2,area
294,55.343494174008896,55.343494174008896,89.75533549999818,1,area
295,55.343494174008896,55.343494174008896,90.17830060003325,2,area
296,50.9916365087996,55.343494174008896,90.42686140001751,2,area
297,53.55835755754417,55.343494174008896,90.67205509985797,2,area
298,55.343494174008896,55.343494174008896,90.94660879997537,2,area
299,53.55835755754417,55.343494174008896,91.18846490001306,2,area
300,55.343494174008896,55.343494174008896,91.48716849996708,1,area
301,55.343494174008896,55.343494174008896,91.72614499996416,1,area
302,55.343494174008896,55.343494174008896,92.03788540000096,1,area
303,55.343494174008896,55.343494174008896,92.34190999995917,1,area
304,55.343494174008896,55.343494174008896,92.70057839993387,2,area
305,55.343494174008896,55.343494174008896,93.03860249998979,2,area
306,55.343494174008896,55.343494174008896,93.30554990004748,2,area
307,53.55835755754417,55.343494174008896,93.56750459992327,1,area
308,55.343494174008896,55.343494174008896,93.9066729999613,1,area
309,55.343494174008896,55.343494174008896,94.21461959998123,1,area
310,54.01728370455484,55.343494174008896,94.44925599987619,2,area
311,55.343494174008896,55.343494174008896,94.75564519991167,2,area
312,55.343494174008896,55.343494174008896,95.05351060000248,2,area
313,55.343494174008896,55.343494174008896,95.34542119991966,1,area
314,55.343494174008896,55.343494174008896,95.66620830004103,1,area
315,55.343494174008896,55.343494174008896,95.91401629988104,1,area
316,55.343494174008896,55.343494174008896,96.24435879988596,1,area
317,55.343494174008896,55.343494174008896,96.49377739988267,1,area
318,55.343494174008896,55.343494174008896,96.83881959994324,2,area
319,55.343494174008896,55.343494174008896,97.1505702000577,2,area
320,55.343494174008896,55.343494174008896,97.39180079987273,1,area
321,55.343494174008896,55.343494174008896,97.72189450007863,2,area
322,55.343494174008896,55.343494174008896,97.99276649998501,1,area
323,55.343494174008896,55.343494174008896,98.33932380005717,1,area
324,53.55835755754417,55.343494174008896,98.59477499988861,1,area
325,55.343494174008896,55.343494174008896,98.83249290008098,1,area
326,55.343494174008896,55.343494174008896,99.10391710000113,2,area
327,50.9916365087996,55.343494174008896,99.34806860005483,2,area
328,55.343494174008896,55.343494174008896,99.63898519985378,1,area
329,55.343494174008896,55.343494174008896,99.88846220006235,1,area
330,55.343494174008896,55.343494174008896,100.15573440003209,2,area
331,55.343494174008896,55.343494174008896,100.40158029994927,1,area
332,53.55835755754417,55.343494174008896,100.64681129995733,2,area
333,55.343494174008896,55.343494174008896,100.94712699996307,1,area
334,55.343494174008896,55.343494174008896,101.19242139998823,1,area
335,55.343494174008896,55.343494174008896,101.47284469986334,1,area
336,55.343494174008896,55.343494174008896,101.82894689985551,2,area
337,53.55835755754417,55.343494174008896,102.08215949987061,2,area
338,55.343494174008896,55.343494174008896,102.4035423998721,1,area
339,55.343494174008896,55.343494174008896,102.63408340001479,2,area
340,55.343494174008896,55.343494174008896,102.87418649997562,1,area
341,54.01728370455484,55.343494174008896,103.19356189994141,2,area
342,55.343494174008896,55.343494174008896,103.5379959999118,2,area
343,54.01728370455484,55.343494174008896,103.88480830006301,1,area
344,55.343494174008896,55.343494174008896,104.16818040004,2,area
345,55.343494174008896,55.343494174008896,104.50855969986878,2,area
346,55.343494174008896,55.343494174008896,104.82783109997399,1,area
347,55.343494174008896,55.343494174008896,105.06913439999335,1,area
348,53.55835755754417,55.343494174008896,105.36871790001169,2,area
349,55.343494174008896,55.343494174008896,105.60637940000743,1,area
350,55.343494174008896,55.343494174008896,105.89290099986829,2,area
351,55.343494174008896,55.343494174008896,106.22646249993704,2,area
352,55.343494174008896,55.343494174008896,106.56890959991142,1,area
353,55.343494174008896,55.343494174008896,106.92161319986917,1,area
354,53.55835755754417,55.343494174008896,107.16497160005383,1,area
355,55.343494174008896,55.343494174008896,107.54139530006796,1,area
356,53.55835755754417,55.343494174008896,107.86171910003759,1,area
357,55.343494174008896,55.343494174008896,108.23254860006273,1,area
358,55.343494174008896,55.343494174008896,108.49391940003261,2,area
359,55.343494174008896,55.343494174008896,108.81583259999752,1,area
360,55.343494174008896,55.343494174008896,109.10198879987001,1,area
361,55.343494174008896,55.343494174008896,109.40035969996825,2,area
362,55.343494174008896,55.343494174008896,109.76418559998274,1,area
363,55.343494174008896,55.343494174008896,110.06789750000462,1,area
364,55.343494174008896,55.343494174008896,110.40738469990902,1,area
365,55.343494174008896,55.343494174008896,110.68949429993518,2,area
366,55.343494174008896,55.343494174008896,111.0210281999316,2,area
367,50.9916365087996,55.343494174008896,111.28130139992572,2,area
368,55.343494174008896,55.343494174008896,111.52088419999927,1,area
369,55.343494174008896,55.343494174008896,111.84439709992148,1,area
370,55.343494174008896,55.343494174008896,112.24118870007806,2,area
371,55.343494174008896,55.343494174008896,112.63720889994875,1,area
372,55.343494174008896,55.343494174008896,112.9791178999003,1,area
373,55.343494174008896,55.343494174008896,113.2381952998694,1,area
374,55.343494174008896,55.343494174008896,113.54539129999466,2,area
375,55.343494174008896,55.343494174008896,113.8410934000276,1,area
376,55.343494174008896,55.343494174008896,114.07974439999089,1,area
377,55.343494174008896,55.343494174008896,114.45645279996097,1,area
378,55.343494174008896,55.343494174008896,114.77997340005822,1,area
379,50.9916365087996,55.343494174008896,115.04168269992806,1,area
380,55.343494174008896,55.343494174008896,115.30559220002033,1,area
381,55.343494174008896,55.343494174008896,115.65877189999446,1,area
382,55.343494174008896,55.343494174008896,115.91075100004673,1,area
383,55.343494174008896,55.343494174008896,116.26926269987598,1,area
384,55.343494174008896,55.343494174008896,116.5700767999515,2,area
385,55.343494174008896,55.343494174008896,116.85983680002391,2,area
386,55.343494174008896,55.343494174008896,117.17437019990757,2,area
387,53.55835755754417,55.343494174008896,117.53435239987448,1,area
388,55.343494174008896,55.343494174008896,117.80886369990185,1,area
389,55.343494174008896,55.343494174008896,118.05436439998448,1,area
390,55.343494174008896,55.343494174008896,118.33620849996805,2,area
391,55.343494174008896,55.343494174008896,118.62626869999804,1,area
392,55.343494174008896,55.343494174008896,118.90061110001989,1,area
393,55.343494174008896,55.343494174008896,119.12981389998458,1,area
394,55.343494174008896,55.343494174008896,119.42459960002452,1,area
395,54.01728370455484,55.343494174008896,119.76787810004316,2,area
396,55.343494174008896,55.343494174008896,120.17785419989377,2,area
397,55.343494174008896,55.343494174008896,120.48647059989162,2,area
398,55.343494174008896,55.343494174008896,120.79937939997762,1,area
399,55.343494174008896,55.343494174008896,121.11968420003541,1,area
400,55.343494174008896,55.343494174008896,121.36266930005513,2,area
401,55.343494174008896,55.343494174008896,121.60310749989003,1,area
402,55.343494174008896,55.343494174008896,121.9036079000216,1,area
403,55.343494174008896,55.343494174008896,122.17061709985137,2,area
404,55.343494174008896,55.343494174008896,122.49909189995378,1,area
405,53.55835755754417,55.343494174008896,122.75990419997834,1,area
406,55.343494174008896,55.343494174008896,123.02841640007682,2,area
407,55.343494174008896,55.343494174008896,123.31443829997443,2,area
408,55.343494174008896,55.343494174008896,123.58725430001505,1,area
409,50.9916365087996,55.343494174008896,123.88715119985864,1,area
410,55.343494174008896,55.343494174008896,124.31244869995862,2,area
411,53.55835755754417,55.343494174008896,124.5769724000711,1,area
412,55.343494174008896,55.343494174008896,124.8903276999481,1,area
413,55.343494174008896,55.343494174008896,125.29283039993607,2,area
414,55.343494174008896,55.343494174008896,125.59629740007222,2,area
415,55.343494174008896,55.343494174008896,125.96689729997888,1,area
416,55.343494174008896,55.343494174008896,126.42571259988472,2,area
417,55.343494174008896,55.343494174008896,126.79103259998374,1,area
418,55.343494174008896,55.343494174008896,127.07795879989862,2,area
419,55.343494174008896,55.343494174008896,127.38858140003867,1,area
420,55.343494174008896,55.343494174008896,127.89819570002146,2,area
421,55.343494174008896,55.343494174008896,128.32215059990995,1,area
422,55.343494174008896,55.343494174008896,128.68240970000625,1,area
423,55.343494174008896,55.343494174008896,129.08057840005495,2,area
424,55.343494174008896,55.343494174008896,129.3554354000371,2,area
425,53.55835755754417,55.343494174008896,129.6009337999858,2,area
426,53.55835755754417,55.343494174008896,129.87313469988294,2,area
427,55.343494174008896,55.343494174008896,130.19706179993227,2,area
428,54.01728370455484,55.343494174008896,130.44184869993478,1,area
429,55.343494174008896,55.343494174008896,130.76489929994568,2,area
430,55.343494174008896,55.343494174008896,131.12609679996967,2,area
431,55.343494174008896,55.343494174008896,131.4621220000554,2,area
432,55.343494174008896,55.343494174008896,132.04501689993776,2,area
433,55.343494174008896,55.343494174008896,132.58911289996468,1,area
434,53.55835755754417,55.343494174008896,132.97152809984982,2,area
435,55.343494174008896,55.343494174008896,133.2737992000766,2,area
436,53.55835755754417,55.343494174008896,133.68225379986688,1,area
437,54.01728370455484,55.343494174008896,134.00970830000006,2,area
438,55.343494174008896,55.343494174008896,134.26198379998095,2,area
439,55.343494174008896,55.343494174008896,134.58328099991195,1,area
440,53.55835755754417,55.343494174008896,134.96716200001538,2,area
441,55.343494174008896,55.343494174008896,135.47614119993523,2,area
442,55.343494174008896,55.343494174008896,135.95335359987803,2,area
443,55.343494174008896,55.343494174008896,136.55927059985697,2,area
444,55.343494174008896,55.343494174008896,137.13735400000587,1,area
445,55.343494174008896,55.343494174008896,137.55337819992565,2,area
446,53.55835755754417,55.343494174008896,138.0107926998753,2,area
447,55.343494174008896,55.343494174008896,138.47599449986592,2,area
448,55.343494174008896,55.343494174008896,138.76958329998888,1,area
449,54.01728370455484,55.343494174008896,139.14879340003245,2,area
450,53.55835755754417,55.343494174008896,139.48691740003414,2,area
451,55.343494174008896,55.343494174008896,139.82594910007901,1,area
452,55.343494174008896,55.343494174008896,140.30713189998642,1,area
453,55.343494174008896,55.343494174008896,140.66209969995543,2,area
454,55.343494174008896,55.343494174008896,141.04245990002528,2,area
455,55.343494174008896,55.343494174008896,141.32951309997588,2,area
456,53.55835755754417,55.343494174008896,141.7158325999044,1,area
457,55.343494174008896,55.343494174008896,142.01370200002566,1,area
458,54.01728370455484,55.343494174008896,142.4395860999357,2,area
459,55.343494174008896,55.343494174008896,142.7203845998738,1,area
460,55.343494174008896,55.343494174008896,143.03397269989364,2,area
461,55.343494174008896,55.343494174008896,143.4955666998867,1,area
462,55.343494174008896,55.343494174008896,143.96375099988654,1,area
463,55.343494174008896,55.343494174008896,144.25943610002287,2,area
464,55.343494174008896,55.343494174008896,144.57037870003842,1,area
465,55.343494174008896,55.343494174008896,144.86848539998755,1,area
