N,seed,policy,restart_id,greedy_score,LS_score,time_LS_restart
20,1,closest_priority,0,31.948596880825225,54.006604465461805,0.7590426999377087
20,1,closest_priority,1,31.948596880825225,55.32778102,0.8485560000408441
20,1,closest_priority,2,31.948596880825225,54.006604465461805,0.8486850000917912
20,1,closest_priority,3,31.948596880825225,55.32778102,0.8373975999420509
20,1,closest_priority,4,31.948596880825225,54.006604465461805,0.8351918000262231
