N,seed,policy,restart_id,greedy_score,LS_score,time_LS_restart
20,1,closest_only,0,44.57149959597022,55.343494174008896,0.8094418999971822
20,1,closest_only,1,40.7836755569296,55.343494174008896,0.7379904000554234
20,1,closest_only,2,39.10343294593927,55.343494174008896,0.7321007000282407
20,1,closest_only,3,49.13744966039589,55.343494174008896,0.7659925000043586
20,1,closest_only,4,45.06218243340671,53.55835755754417,0.66277659998741
