iter,time,score,best,improved
1,57.007341384887695,233.68969256601756,233.68969256601756,1
2,125.8984956741333,230.94072516735773,233.68969256601756,0
3,198.45553874969482,228.28216210761244,233.68969256601756,0
4,254.0587203502655,235.05109147180815,235.05109147180815,1
5,317.279664516449,228.53796943545066,235.05109147180815,0
6,365.49696826934814,232.72988571411383,235.05109147180815,0
7,418.0115213394165,233.2593394855113,235.05109147180815,0
8,466.4763469696045,234.69308691351202,235.05109147180815,0
9,513.6026084423065,227.99146340221114,235.05109147180815,0
10,554.8406372070312,231.75318382706746,235.05109147180815,0
11,599.0081987380981,233.44397247617576,235.05109147180815,0
12,645.631599187851,232.16106284206802,235.05109147180815,0
13,667.3068299293518,231.57944567735973,235.05109147180815,0
14,727.0717315673828,234.01314855414842,235.05109147180815,0
15,788.6857352256775,235.05109147180815,235.05109147180815,0
16,839.688884973526,234.51128161489663,235.05109147180815,0
17,901.2279155254364,234.80215794230986,235.05109147180815,0
18,909.3063859939575,233.00289057931636,235.05109147180815,0
19,927.0733876228333,231.03576542423568,235.05109147180815,0
20,968.86736536026,231.00028382948858,235.05109147180815,0
21,1010.9578065872192,233.2593394855113,235.05109147180815,0
22,1058.7250559329987,235.36133415713206,235.36133415713206,1
23,1099.4324655532837,226.23552034631925,235.36133415713206,0
24,1155.574206829071,233.18993572406902,235.36133415713206,0
25,1220.3985886573792,233.0439064845539,235.36133415713206,0
