iteration,score,best,time,k_remove,destroy_mode
51,55.34349417,55.34349417,14.5607907,1,area
52,55.34349417,55.34349417,15.0715554,1,area
53,53.55835756,55.34349417,15.3454454,1,area
54,55.34349417,55.34349417,15.5820723,2,area
55,55.34349417,55.34349417,15.8785191,1,area
56,55.34349417,55.34349417,16.1542742,1,area
57,55.34349417,55.34349417,16.3899428,1,area
58,55.34349417,55.34349417,16.6174852,2,area
59,52.0355676,55.34349417,16.906419,2,area
60,55.34349417,55.34349417,17.1426339,1,area
61,55.34349417,55.34349417,17.39466,1,area
62,53.55835756,55.34349417,17.694826,2,area
63,55.34349417,55.34349417,17.9674883,1,area
64,55.34349417,55.34349417,18.2994884,2,area
65,55.34349417,55.34349417,18.6014376,1,area
66,55.34349417,55.34349417,18.9325462,2,area
67,54.0172837,55.34349417,19.2271223,2,area
68,55.34349417,55.34349417,19.4595981,2,area
69,55.34349417,55.34349417,19.7208579,1,area
70,50.99163651,55.34349417,19.9965221,1,area
71,55.34349417,55.34349417,20.2140836,1,area
72,55.34349417,55.34349417,20.4846263,1,area
73,55.34349417,55.34349417,20.8572319,2,area
74,55.34349417,55.34349417,21.1370218,2,area
75,55.34349417,55.34349417,21.3586564,1,area
76,54.0172837,55.34349417,21.5794624,2,area
77,55.34349417,55.34349417,21.8039934,1,area
78,53.55835756,55.34349417,22.0583605,2,area
79,55.34349417,55.34349417,22.4224317,2,area
80,55.34349417,55.34349417,22.6770415,1,area
81,55.34349417,55.34349417,23.0002622,2,area
82,55.34349417,55.34349417,23.3218034,2,area
83,55.34349417,55.34349417,23.6193594,1,area
84,54.0172837,55.34349417,23.9584684,1,area
85,55.34349417,55.34349417,24.2022615,1,area
86,55.34349417,55.34349417,24.4417613,2,area
87,55.34349417,55.34349417,24.7257263,1,area
88,53.55835756,55.34349417,24.9692598,2,area
89,53.55835756,55.34349417,25.2439282,2,area
90,55.34349417,55.34349417,25.5688272,2,area
91,55.34349417,55.34349417,25.9206497,2,area
92,55.34349417,55.34349417,26.2366844,2,area
93,55.34349417,55.34349417,26.5037467,1,area
94,55.34349417,55.34349417,26.8123676,1,area
95,50.99163651,55.34349417,27.1157099,2,area
96,55.34349417,55.34349417,27.5352909,2,area
97,55.34349417,55.34349417,27.8630832,2,area
98,55.34349417,55.34349417,28.177211,2,area
99,55.34349417,55.34349417,28.4646524,2,area
100,55.34349417,55.34349417,28.8106449,2,area
101,55.34349417,55.34349417,29.0643108,2,area
102,55.34349417,55.34349417,29.3726675,2,area
103,55.34349417,55.34349417,29.6544575,2,area
104,55.34349417,55.34349417,29.8838859,1,area
105,55.34349417,55.34349417,30.2509897,1,area
106,55.34349417,55.34349417,30.5128419,1,area
107,55.34349417,55.34349417,30.8150826,2,area
108,55.34349417,55.34349417,31.0627206,1,area
109,54.0172837,55.34349417,31.3091039,2,area
110,55.34349417,55.34349417,31.5687767,1,area
111,55.34349417,55.34349417,31.8616906,2,area
112,55.34349417,55.34349417,32.2014054,2,area
113,55.34349417,55.34349417,32.4396084,2,area
114,55.34349417,55.34349417,32.711827,1,area
115,55.34349417,55.34349417,33.0773988,1,area
116,55.34349417,55.34349417,33.4126582,2,area
117,55.34349417,55.34349417,33.804425,2,area
118,55.34349417,55.34349417,34.0643214,1,area
119,55.34349417,55.34349417,34.3925484,1,area
120,55.34349417,55.34349417,34.7853808,2,area
121,53.55835756,55.34349417,35.0208274,2,area
122,55.34349417,55.34349417,35.3248955,1,area
123,54.0172837,55.34349417,35.5945841,2,area
124,55.34349417,55.34349417,35.8396183,2,area
125,55.34349417,55.34349417,36.1214915,1,area
126,55.34349417,55.34349417,36.3620254,2,area
127,55.34349417,55.34349417,36.5877694,2,area
128,55.34349417,55.34349417,36.8093899,1,area
129,55.34349417,55.34349417,37.1183919,1,area
130,55.34349417,55.34349417,37.3709744,2,area
131,55.34349417,55.34349417,37.6828368,2,area
132,55.34349417,55.34349417,37.9583658,2,area
133,55.34349417,55.34349417,38.2476107,2,area
134,55.34349417,55.34349417,38.5877709,2,area
135,55.34349417,55.34349417,38.9937093,1,area
136,53.55835756,55.34349417,39.2446506,2,area
137,55.34349417,55.34349417,39.6333714,2,area
138,55.34349417,55.34349417,39.9514766,1,area
139,55.34349417,55.34349417,40.2590094,2,area
140,53.55835756,55.34349417,40.5115443,2,area
141,55.34349417,55.34349417,40.9052604,2,area
142,55.34349417,55.34349417,41.2360515,2,area
143,55.34349417,55.34349417,41.4659521,1,area
144,55.34349417,55.34349417,41.7801038,2,area
145,55.34349417,55.34349417,42.0074987,2,area
146,55.34349417,55.34349417,42.236706,1,area
147,52.0355676,55.34349417,42.5766413,2,area
148,55.34349417,55.34349417,42.8643024,1,area
149,55.34349417,55.34349417,43.1356109,2,area
150,55.34349417,55.34349417,43.4278338,2,area
151,55.34349417,55.34349417,43.7646024,1,area
152,54.0172837,55.34349417,44.033254,2,area
153,55.34349417,55.34349417,44.3635145,2,area
154,50.99163651,55.34349417,44.676816,2,area
155,55.34349417,55.34349417,45.0269722,2,area
156,53.55835756,55.34349417,45.3442489,1,area
157,55.34349417,55.34349417,45.6495441,1,area
158,55.34349417,55.34349417,45.9123765,1,area
159,55.34349417,55.34349417,46.1925039,2,area
160,55.34349417,55.34349417,46.4160649,1,area
161,55.34349417,55.34349417,46.6811437,1,area
162,55.34349417,55.34349417,46.9571683,2,area
163,55.34349417,55.34349417,47.2054772,1,area
164,55.34349417,55.34349417,47.4564791,1,area
165,55.34349417,55.34349417,47.7369706,1,area
166,55.34349417,55.34349417,48.0418053,1,area
167,54.0172837,55.34349417,48.4171343,1,area
168,55.34349417,55.34349417,48.6421194,1,area
169,55.34349417,55.34349417,48.8994913,2,area
170,53.55835756,55.34349417,49.1679262,1,area
171,55.34349417,55.34349417,49.443526,1,area
172,55.34349417,55.34349417,49.7260023,1,area
173,54.0172837,55.34349417,50.0673054,1,area
174,55.34349417,55.34349417,50.3367157,2,area
175,55.34349417,55.34349417,50.5678776,1,area
176,55.34349417,55.34349417,50.8151146,1,area
177,55.34349417,55.34349417,51.0913942,2,area
178,55.34349417,55.34349417,51.376518,2,area
179,55.34349417,55.34349417,51.6168431,1,area
180,55.34349417,55.34349417,51.9670793,1,area
181,55.34349417,55.34349417,52.2008691,1,area
182,54.0172837,55.34349417,52.4795431,2,area
183,55.34349417,55.34349417,52.8941645,1,area
184,55.34349417,55.34349417,53.2072917,1,area
185,55.34349417,55.34349417,53.502696,1,area
186,53.55835756,55.34349417,53.7726562,2,area
187,55.34349417,55.34349417,54.0589341,2,area
188,55.34349417,55.34349417,54.2866134,2,area
189,55.34349417,55.34349417,54.5347067,2,area
190,55.34349417,55.34349417,54.8521783,2,area
191,55.34349417,55.34349417,55.1030666,2,area
192,54.0172837,55.34349417,55.4197777,2,area
193,55.34349417,55.34349417,55.6725346,1,area
194,55.34349417,55.34349417,55.972834,2,area
195,55.34349417,55.34349417,56.250054,1,area
196,54.0172837,55.34349417,56.5207323,1,area
197,55.34349417,55.34349417,56.7629864,1,area
198,55.34349417,55.34349417,57.1754723,1,area
199,55.34349417,55.34349417,57.4033321,1,area
200,55.34349417,55.34349417,57.7236628,1,area
201,55.34349417,55.34349417,58.1068294,1,area
202,55.34349417,55.34349417,58.3870563,1,area
203,55.34349417,55.34349417,58.6091461,1,area
204,55.34349417,55.34349417,58.8813619,1,area
205,55.34349417,55.34349417,59.135185,2,area
206,55.34349417,55.34349417,59.3889045,2,area
207,55.34349417,55.34349417,59.6802447,1,area
208,55.34349417,55.34349417,59.9659595,1,area
209,55.34349417,55.34349417,60.1820772,1,area
210,55.34349417,55.34349417,60.4709301,1,area
211,55.34349417,55.34349417,60.7260036,2,area
212,55.34349417,55.34349417,60.9630077,2,area
213,54.0172837,55.34349417,61.2380028,1,area
214,55.34349417,55.34349417,61.6185806,2,area
215,55.34349417,55.34349417,61.9839271,1,area
216,54.0172837,55.34349417,62.205215,2,area
217,55.34349417,55.34349417,62.4738524,1,area
218,55.34349417,55.34349417,62.8191988,2,area
219,55.34349417,55.34349417,63.0819745,1,area
220,55.34349417,55.34349417,63.3151095,2,area
221,55.34349417,55.34349417,63.6737272,1,area
222,53.55835756,55.34349417,63.9508088,2,area
223,53.55835756,55.34349417,64.1819027,2,area
224,55.34349417,55.34349417,64.5429109,2,area
225,55.34349417,55.34349417,64.8292828,1,area
226,55.34349417,55.34349417,65.0539568,2,area
227,55.34349417,55.34349417,65.3029714,2,area
228,55.34349417,55.34349417,65.5691618,2,area
229,55.34349417,55.34349417,65.7927637,1,area
230,55.34349417,55.34349417,66.057329,1,area
231,55.34349417,55.34349417,66.3954437,1,area
232,55.34349417,55.34349417,66.6201451,1,area
233,55.34349417,55.34349417,66.9306152,2,area
234,55.34349417,55.34349417,67.3404737,2,area
235,55.34349417,55.34349417,67.6090973,1,area
236,55.34349417,55.34349417,67.9378019,1,area
237,55.34349417,55.34349417,68.165632,1,area
238,55.34349417,55.34349417,68.5077971,2,area
239,55.34349417,55.34349417,68.8544958,1,area
240,55.34349417,55.34349417,69.0810997,2,area
241,55.34349417,55.34349417,69.3600579,2,area
242,55.34349417,55.34349417,69.6063948,2,area
243,53.55835756,55.34349417,69.8628998,2,area
244,55.34349417,55.34349417,70.134756,1,area
245,55.34349417,55.34349417,70.3486215,1,area
246,55.34349417,55.34349417,70.6230814,1,area
247,55.34349417,55.34349417,70.8628863,2,area
248,55.34349417,55.34349417,71.1926861,2,area
249,55.34349417,55.34349417,71.4100529,1,area
250,55.34349417,55.34349417,71.6918193,2,area
251,55.34349417,55.34349417,71.9542491,1,area
252,50.99163651,55.34349417,72.1853409,1,area
253,55.34349417,55.34349417,72.4227938,1,area
254,54.0172837,55.34349417,72.7643084,2,area
255,55.34349417,55.34349417,73.0120646,1,area
256,55.34349417,55.34349417,73.3690664,1,area
257,55.34349417,55.34349417,73.6295453,2,area
258,55.34349417,55.34349417,73.9081096,1,area
259,55.34349417,55.34349417,74.1287826,1,area
260,55.34349417,55.34349417,74.3691544,1,area
261,55.34349417,55.34349417,74.6328691,1,area
262,55.34349417,55.34349417,74.9076359,1,area
263,55.34349417,55.34349417,75.2429573,2,area
264,55.34349417,55.34349417,75.4638739,1,area
265,55.34349417,55.34349417,75.7124963,2,area
266,55.34349417,55.34349417,76.013622,1,area
267,55.34349417,55.34349417,76.2597015,2,area
268,54.0172837,55.34349417,76.4868337,2,area
269,55.34349417,55.34349417,76.7732439,1,area
270,55.34349417,55.34349417,77.0677941,2,area
271,54.0172837,55.34349417,77.3982875,2,area
272,55.34349417,55.34349417,77.6773175,2,area
273,55.34349417,55.34349417,77.9022284,1,area
274,55.34349417,55.34349417,78.1993326,1,area
275,55.34349417,55.34349417,78.5590245,2,area
276,55.34349417,55.34349417,78.9961565,1,area
277,54.0172837,55.34349417,79.3248399,2,area
278,55.34349417,55.34349417,79.6073609,1,area
279,55.34349417,55.34349417,79.9700374,2,area
280,55.34349417,55.34349417,80.1966133,1,area
281,55.34349417,55.34349417,80.4506824,1,area
282,55.34349417,55.34349417,80.7635544,2,area
283,55.34349417,55.34349417,81.0384429,1,area
284,55.34349417,55.34349417,81.3657779,2,area
285,55.34349417,55.34349417,81.6280005,1,area
286,53.55835756,55.34349417,81.8642545,1,area
287,55.34349417,55.34349417,82.1835751,2,area
288,55.34349417,55.34349417,82.4915011,2,area
289,55.34349417,55.34349417,82.7823341,1,area
290,55.34349417,55.34349417,83.0509847,2,area
291,55.34349417,55.34349417,83.3298568,2,area
292,53.55835756,55.34349417,83.5914447,2,area
293,55.34349417,55.34349417,83.9324326,2,area
294,55.34349417,55.34349417,84.171032,1,area
295,55.34349417,55.34349417,84.5330087,2,area
296,55.34349417,55.34349417,84.8776408,2,area
297,55.34349417,55.34349417,85.1762149,2,area
298,55.34349417,55.34349417,85.4554966,2,area
299,55.34349417,55.34349417,85.7539564,2,area
300,55.34349417,55.34349417,86.0660649,1,area
301,55.34349417,55.34349417,86.3109571,1,area
302,55.34349417,55.34349417,86.5992729,1,area
303,55.34349417,55.34349417,86.8530531,1,area
304,53.55835756,55.34349417,87.1369864,2,area
305,55.34349417,55.34349417,87.4945997,2,area
306,50.99163651,55.34349417,87.7727947,2,area
307,50.99163651,55.34349417,88.1053949,1,area
308,55.34349417,55.34349417,88.4428366,1,area
309,55.34349417,55.34349417,88.7624004,1,area
310,54.0172837,55.34349417,88.9870885,2,area
311,55.34349417,55.34349417,89.3278382,2,area
312,53.55835756,55.34349417,89.5685934,2,area
313,54.0172837,55.34349417,89.9017831,1,area
314,55.34349417,55.34349417,90.1674357,1,area
315,50.99163651,55.34349417,90.4715104,1,area
316,55.34349417,55.34349417,90.7651062,1,area
317,55.34349417,55.34349417,91.0213971,1,area
318,54.0172837,55.34349417,91.2871156,2,area
319,55.34349417,55.34349417,91.5595606,2,area
320,55.34349417,55.34349417,91.886531,1,area
321,55.34349417,55.34349417,92.1507986,2,area
322,55.34349417,55.34349417,92.421745,1,area
323,55.34349417,55.34349417,92.731138,1,area
324,54.0172837,55.34349417,92.9759326,1,area
325,55.34349417,55.34349417,93.2018109,1,area
326,53.55835756,55.34349417,93.4979827,2,area
327,53.55835756,55.34349417,93.7146892,2,area
328,55.34349417,55.34349417,94.0410437,1,area
329,55.34349417,55.34349417,94.2990499,1,area
330,55.34349417,55.34349417,94.5741901,2,area
331,50.99163651,55.34349417,94.8005947,1,area
332,53.55835756,55.34349417,95.022759,2,area
333,55.34349417,55.34349417,95.2654284,1,area
334,55.34349417,55.34349417,95.5876626,1,area
335,55.34349417,55.34349417,95.8465647,1,area
336,55.34349417,55.34349417,96.1145563,2,area
337,55.34349417,55.34349417,96.3470446,2,area
338,55.34349417,55.34349417,96.5729986,1,area
339,55.34349417,55.34349417,96.8328841,2,area
340,55.34349417,55.34349417,97.0478259,1,area
341,55.34349417,55.34349417,97.3248182,2,area
342,55.34349417,55.34349417,97.6846587,2,area
343,55.34349417,55.34349417,97.9089151,1,area
344,50.99163651,55.34349417,98.2146635,2,area
345,55.34349417,55.34349417,98.4653966,2,area
346,50.99163651,55.34349417,98.7110113,1,area
347,55.34349417,55.34349417,99.0494068,1,area
348,55.34349417,55.34349417,99.2897606,2,area
349,55.34349417,55.34349417,99.5092608,1,area
350,55.34349417,55.34349417,99.7424366,2,area
351,50.99163651,55.34349417,100.0240427,2,area
352,55.34349417,55.34349417,100.2981923,1,area
353,54.0172837,55.34349417,100.5652722,1,area
354,55.34349417,55.34349417,100.8967429,1,area
355,52.0355676,55.34349417,101.1455184,1,area
356,55.34349417,55.34349417,101.400315,1,area
357,55.34349417,55.34349417,101.7052342,1,area
358,53.55835756,55.34349417,102.0373453,2,area
359,55.34349417,55.34349417,102.2828356,1,area
360,55.34349417,55.34349417,102.5091922,1,area
361,55.34349417,55.34349417,102.8007802,2,area
362,55.34349417,55.34349417,103.1241019,1,area
363,55.34349417,55.34349417,103.5213865,1,area
364,55.34349417,55.34349417,103.7957212,1,area
365,55.34349417,55.34349417,104.0764948,2,area
366,55.34349417,55.34349417,104.3597789,2,area
367,55.34349417,55.34349417,104.7271776,2,area
368,55.34349417,55.34349417,105.0097459,1,area
369,55.34349417,55.34349417,105.3179916,1,area
370,54.0172837,55.34349417,105.5980023,2,area
371,55.34349417,55.34349417,105.880509,1,area
372,53.55835756,55.34349417,106.1631356,1,area
373,55.34349417,55.34349417,106.3904228,1,area
374,55.34349417,55.34349417,106.6132665,2,area
375,55.34349417,55.34349417,106.9626231,1,area
376,55.34349417,55.34349417,107.2908296,1,area
377,55.34349417,55.34349417,107.6510954,1,area
378,55.34349417,55.34349417,107.9924554,1,area
379,55.34349417,55.34349417,108.2689919,1,area
380,55.34349417,55.34349417,108.5443762,1,area
381,55.34349417,55.34349417,108.8180026,1,area
382,55.34349417,55.34349417,109.0811516,1,area
383,55.34349417,55.34349417,109.4645477,1,area
384,55.34349417,55.34349417,109.8030449,2,area
385,55.34349417,55.34349417,110.0778634,2,area
386,55.34349417,55.34349417,110.3571888,2,area
387,55.34349417,55.34349417,110.606307,1,area
388,55.34349417,55.34349417,110.8798098,1,area
389,55.34349417,55.34349417,111.2341945,1,area
390,55.34349417,55.34349417,111.5380564,2,area
391,53.55835756,55.34349417,111.8570154,1,area
392,55.34349417,55.34349417,112.0839907,1,area
393,55.34349417,55.34349417,112.372218,1,area
394,52.0355676,55.34349417,112.6168516,1,area
395,55.34349417,55.34349417,112.9693159,2,area
396,55.34349417,55.34349417,113.2082106,2,area
397,55.34349417,55.34349417,113.4761805,2,area
398,55.34349417,55.34349417,113.7387718,1,area
399,55.34349417,55.34349417,113.9862211,1,area
400,55.34349417,55.34349417,114.2609443,2,area
401,55.34349417,55.34349417,114.6050094,1,area
402,53.55835756,55.34349417,114.8288547,1,area
403,55.34349417,55.34349417,115.0910774,2,area
404,55.34349417,55.34349417,115.3964981,1,area
405,55.34349417,55.34349417,115.6872392,1,area
406,55.34349417,55.34349417,116.0768939,2,area
407,55.34349417,55.34349417,116.3310161,2,area
408,55.34349417,55.34349417,116.5818983,1,area
409,55.34349417,55.34349417,116.8241806,1,area
410,55.34349417,55.34349417,117.1274637,2,area
411,53.55835756,55.34349417,117.3666782,1,area
412,55.34349417,55.34349417,117.6503254,1,area
413,55.34349417,55.34349417,117.8958455,2,area
414,55.34349417,55.34349417,118.1702176,2,area
415,55.34349417,55.34349417,118.5656447,1,area
416,55.34349417,55.34349417,118.8681008,2,area
417,55.34349417,55.34349417,119.1740672,1,area
418,55.34349417,55.34349417,119.4743845,2,area
419,55.34349417,55.34349417,119.686132,1,area
420,55.34349417,55.34349417,119.9869705,2,area
421,55.34349417,55.34349417,120.2879855,1,area
422,53.55835756,55.34349417,120.5283148,1,area
423,55.34349417,55.34349417,120.7662642,2,area
424,55.34349417,55.34349417,121.0587531,2,area
425,55.34349417,55.34349417,121.4244384,2,area
426,55.34349417,55.34349417,121.6475454,2,area
427,55.34349417,55.34349417,121.9153531,2,area
428,55.34349417,55.34349417,122.1386408,1,area
429,55.34349417,55.34349417,122.3966329,2,area
430,54.0172837,55.34349417,122.6611312,2,area
431,55.34349417,55.34349417,122.9512735,2,area
432,55.34349417,55.34349417,123.2639443,2,area
433,55.34349417,55.34349417,123.4976841,1,area
434,50.99163651,55.34349417,123.8131864,2,area
435,55.34349417,55.34349417,124.04194,2,area
436,55.34349417,55.34349417,124.3370931,1,area
437,53.55835756,55.34349417,124.6181575,2,area
438,55.34349417,55.34349417,124.8793219,2,area
439,55.34349417,55.34349417,125.1086628,1,area
440,55.34349417,55.34349417,125.4679488,2,area
441,55.34349417,55.34349417,125.7546506,2,area
442,55.34349417,55.34349417,126.0535247,2,area
443,55.34349417,55.34349417,126.4003648,2,area
444,53.55835756,55.34349417,126.6733835,1,area
445,53.55835756,55.34349417,126.9453402,2,area
446,55.34349417,55.34349417,127.2751734,2,area
447,55.34349417,55.34349417,127.5272885,2,area
448,55.34349417,55.34349417,127.8159908,1,area
449,55.34349417,55.34349417,128.0980333,2,area
450,55.34349417,55.34349417,128.347713,2,area
451,54.0172837,55.34349417,128.661275,1,area
452,53.55835756,55.34349417,128.8987559,1,area
453,55.34349417,55.34349417,129.1376336,2,area
454,55.34349417,55.34349417,129.4632402,2,area
455,55.34349417,55.34349417,129.8310457,2,area
456,55.34349417,55.34349417,130.1114805,1,area
457,55.34349417,55.34349417,130.3272427,1,area
458,55.34349417,55.34349417,130.5525049,2,area
459,55.34349417,55.34349417,130.8472967,1,area
460,53.55835756,55.34349417,131.070558,2,area
461,54.0172837,55.34349417,131.3677532,1,area
462,53.55835756,55.34349417,131.7170547,1,area
463,55.34349417,55.34349417,131.9794728,2,area
464,55.34349417,55.34349417,132.2964938,1,area
465,55.34349417,55.34349417,132.5405584,1,area
466,55.34349417,55.34349417,132.8850583,2,area
467,55.34349417,55.34349417,133.1524273,1,area
468,55.34349417,55.34349417,133.3851199,1,area
469,55.34349417,55.34349417,133.6448088,1,area
470,53.55835756,55.34349417,133.8669013,2,area
471,55.34349417,55.34349417,134.1254381,2,area
472,53.55835756,55.34349417,134.3669429,2,area
473,55.34349417,55.34349417,134.7066653,2,area
474,54.0172837,55.34349417,134.976475,2,area
475,53.55835756,55.34349417,135.2862945,2,area
476,55.34349417,55.34349417,135.6092996,2,area
477,50.99163651,55.34349417,135.8734682,2,area
478,55.34349417,55.34349417,136.17795,2,area
479,55.34349417,55.34349417,136.4461094,2,area
480,55.34349417,55.34349417,136.7259459,1,area
481,55.34349417,55.34349417,137.007681,1,area
482,55.34349417,55.34349417,137.251967,1,area
483,55.34349417,55.34349417,137.4789421,2,area
484,53.55835756,55.34349417,137.7120071,1,area
485,52.0355676,55.34349417,137.9831094,2,area
486,55.34349417,55.34349417,138.2485835,2,area
487,54.0172837,55.34349417,138.6004142,1,area
488,55.34349417,55.34349417,138.8724784,2,area
489,55.34349417,55.34349417,139.1563096,1,area
490,55.34349417,55.34349417,139.5224397,1,area
491,55.34349417,55.34349417,139.7546422,1,area
492,55.34349417,55.34349417,140.0034235,1,area
493,55.34349417,55.34349417,140.2940375,1,area
494,54.0172837,55.34349417,140.5365513,2,area
495,53.55835756,55.34349417,140.7608108,1,area
496,55.34349417,55.34349417,141.0472993,1,area
497,55.34349417,55.34349417,141.2706751,2,area
498,55.34349417,55.34349417,141.702107,1,area
499,54.0172837,55.34349417,141.9882858,1,area
500,55.34349417,55.34349417,142.2239724,1,area
501,55.34349417,55.34349417,142.5189241,1,area
502,55.34349417,55.34349417,142.832151,1,area
503,55.34349417,55.34349417,143.0987108,1,area
504,55.34349417,55.34349417,143.3899706,2,area
505,55.34349417,55.34349417,143.6615944,2,area
506,55.34349417,55.34349417,143.9167016,1,area
507,55.34349417,55.34349417,144.2137077,2,area
508,55.34349417,55.34349417,144.4351664,2,area
509,55.34349417,55.34349417,144.6981023,1,area
510,55.34349417,55.34349417,144.9581504,1,area
511,50.99163651,55.34349417,145.2094164,1,area
512,55.34349417,55.34349417,145.5258859,1,area
513,55.34349417,55.34349417,145.7462633,2,area
514,55.34349417,55.34349417,145.9763011,1,area
515,50.99163651,55.34349417,146.2715651,2,area
516,55.34349417,55.34349417,146.5053072,1,area
517,55.34349417,55.34349417,146.815511,2,area
518,53.55835756,55.34349417,147.083714,2,area
519,55.34349417,55.34349417,147.3545056,1,area
520,55.34349417,55.34349417,147.7183407,2,area
521,55.34349417,55.34349417,148.0164407,1,area
522,55.34349417,55.34349417,148.2942983,2,area
523,55.34349417,55.34349417,148.5510415,2,area
524,50.99163651,55.34349417,148.7797607,2,area
525,55.34349417,55.34349417,149.0090622,1,area
526,55.34349417,55.34349417,149.2942387,1,area
527,53.55835756,55.34349417,149.5444112,2,area
528,55.34349417,55.34349417,149.778024,2,area
529,55.34349417,55.34349417,150.0278945,2,area
530,55.34349417,55.34349417,150.3252425,1,area
531,55.34349417,55.34349417,150.589074,1,area
532,55.34349417,55.34349417,150.8594372,1,area
533,55.34349417,55.34349417,151.1695423,2,area
534,54.0172837,55.34349417,151.459033,2,area
535,55.34349417,55.34349417,151.6856687,2,area
536,55.34349417,55.34349417,151.9309587,2,area
537,50.99163651,55.34349417,152.3180732,1,area
538,52.0355676,55.34349417,152.635037,2,area
539,55.34349417,55.34349417,152.855378,1,area
540,55.34349417,55.34349417,153.136545,1,area
541,55.34349417,55.34349417,153.4424641,2,area
542,55.34349417,55.34349417,153.6708288,2,area
543,55.34349417,55.34349417,154.0044463,2,area
544,53.55835756,55.34349417,154.252544,2,area
545,53.55835756,55.34349417,154.4921203,2,area
546,53.55835756,55.34349417,154.778656,2,area
547,55.34349417,55.34349417,154.9958419,2,area
548,55.34349417,55.34349417,155.2396534,1,area
549,55.34349417,55.34349417,155.5281822,2,area
550,55.34349417,55.34349417,155.7858637,2,area
551,54.0172837,55.34349417,156.061628,1,area
552,55.34349417,55.34349417,156.2782924,2,area
553,54.0172837,55.34349417,156.5921738,1,area
554,55.34349417,55.34349417,156.8797577,1,area
555,55.34349417,55.34349417,157.1187687,2,area
556,55.34349417,55.34349417,157.4212362,1,area
557,55.34349417,55.34349417,157.8535945,2,area
558,55.34349417,55.34349417,158.1913264,2,area
559,55.34349417,55.34349417,158.4163074,1,area
560,55.34349417,55.34349417,158.6751616,1,area
561,55.34349417,55.34349417,158.9362233,2,area
562,55.34349417,55.34349417,159.182568,1,area
563,55.34349417,55.34349417,159.5768532,2,area
564,55.34349417,55.34349417,159.8361579,2,area
565,55.34349417,55.34349417,160.1563607,2,area
566,55.34349417,55.34349417,160.3973346,1,area
567,55.34349417,55.34349417,160.7377777,1,area
568,55.34349417,55.34349417,161.0370875,1,area
569,54.0172837,55.34349417,161.3803593,2,area
570,54.0172837,55.34349417,161.7435289,2,area
571,55.34349417,55.34349417,162.0199108,2,area
572,55.34349417,55.34349417,162.343945,2,area
573,55.34349417,55.34349417,162.6703712,1,area
574,55.34349417,55.34349417,162.9731922,2,area
575,55.34349417,55.34349417,163.2491186,2,area
576,54.0172837,55.34349417,163.5259632,2,area
577,55.34349417,55.34349417,163.8439884,1,area
578,53.55835756,55.34349417,164.0700725,1,area
579,55.34349417,55.34349417,164.3192272,1,area
580,55.34349417,55.34349417,164.6377984,2,area
581,55.34349417,55.34349417,164.9112277,1,area
582,55.34349417,55.34349417,165.2503302,1,area
583,55.34349417,55.34349417,165.6389062,2,area
