iteration,score,best,time
1,48.63426842477487,48.63426842477487,0.7108108999673277
2,48.63426842477487,48.63426842477487,1.4551265999907628
3,47.56675956438488,48.63426842477487,2.074671300011687
4,47.56675956438488,48.63426842477487,2.699852899997495
5,44.57051577029397,48.63426842477487,3.3513282999629155
6,45.67168552316358,48.63426842477487,3.9936798999551684
7,47.56675956438488,48.63426842477487,4.704766899929382
8,47.56675956438488,48.63426842477487,5.29760259995237
9,45.67168552316358,48.63426842477487,5.919427799992263
10,45.67168552316358,48.63426842477487,6.518441299907863
11,47.56675956438488,48.63426842477487,7.157412100001238
12,47.56675956438488,48.63426842477487,7.792290599900298
13,47.56675956438488,48.63426842477487,8.365335799986497
14,47.56675956438488,48.63426842477487,8.992849799920805
15,48.63426842477487,48.63426842477487,9.717110899975523
16,47.56675956438488,48.63426842477487,10.362102799932472
17,48.63426842477487,48.63426842477487,10.998515299987048
18,48.63426842477487,48.63426842477487,11.66271439997945
19,47.56675956438488,48.63426842477487,12.261187399970368
20,47.56675956438488,48.63426842477487,12.859889399958774
21,48.63426842477487,48.63426842477487,13.52145020000171
22,48.63426842477487,48.63426842477487,14.25501510000322
23,48.63426842477487,48.63426842477487,14.914165699970908
24,47.56675956438488,48.63426842477487,15.516977499937639
25,47.56675956438488,48.63426842477487,16.095797199988738
26,47.56675956438488,48.63426842477487,16.713635699939914
27,47.56675956438488,48.63426842477487,17.30761719995644
28,47.56675956438488,48.63426842477487,17.89013379998505
29,44.57051577029397,48.63426842477487,18.578655199962668
30,47.56675956438488,48.63426842477487,19.167340499931015
31,47.56675956438488,48.63426842477487,19.751615199958906
32,47.56675956438488,48.63426842477487,20.362283899914473
33,47.56675956438488,48.63426842477487,21.033399499952793
34,47.56675956438488,48.63426842477487,21.717706399969757
35,47.56675956438488,48.63426842477487,22.304089099983685
36,47.56675956438488,48.63426842477487,22.884534899960272
37,47.56675956438488,48.63426842477487,23.518308999948204
38,48.63426842477487,48.63426842477487,24.197323699947447
39,47.56675956438488,48.63426842477487,24.821046700002626
40,48.63426842477487,48.63426842477487,25.583271299954504
41,48.63426842477487,48.63426842477487,26.278113699983805
42,48.63426842477487,48.63426842477487,26.968917099991813
43,47.56675956438488,48.63426842477487,27.566881399950944
44,47.56675956438488,48.63426842477487,28.21664979995694
45,47.56675956438488,48.63426842477487,28.82864109997172
46,44.57051577029397,48.63426842477487,29.505469899973832
47,48.63426842477487,48.63426842477487,30.248133899993263
48,47.56675956438488,48.63426842477487,30.944045400014147
49,48.63426842477487,48.63426842477487,31.687390299979597
50,48.63426842477487,48.63426842477487,32.383377099991776
51,47.56675956438488,48.63426842477487,33.01060519996099
52,47.56675956438488,48.63426842477487,33.58893560001161
53,47.56675956438488,48.63426842477487,34.1939890999347
54,47.56675956438488,48.63426842477487,34.84679659991525
55,47.56675956438488,48.63426842477487,35.47335379989818
56,48.63426842477487,48.63426842477487,36.17426879995037
57,47.56675956438488,48.63426842477487,36.79407229996286
58,47.56675956438488,48.63426842477487,37.43761039990932
59,47.56675956438488,48.63426842477487,38.119076899951324
60,45.67168552316358,48.63426842477487,38.81707779993303
61,48.63426842477487,48.63426842477487,39.49153679993469
62,48.63426842477487,48.63426842477487,40.18430199997965
63,48.63426842477487,48.63426842477487,40.890473300009035
64,47.56675956438488,48.63426842477487,41.54031730000861
65,47.56675956438488,48.63426842477487,42.352486999938264
66,47.56675956438488,48.63426842477487,42.97540019999724
67,48.63426842477487,48.63426842477487,43.74563569994643
68,48.63426842477487,48.63426842477487,44.50921779999044
69,45.67168552316358,48.63426842477487,45.11451549991034
70,47.56675956438488,48.63426842477487,45.76349649997428
71,47.56675956438488,48.63426842477487,46.43860449991189
72,47.56675956438488,48.63426842477487,47.10106159991119
73,47.56675956438488,48.63426842477487,47.76801399991382
74,47.56675956438488,48.63426842477487,48.49838559993077
75,47.56675956438488,48.63426842477487,49.245701499981806
76,45.67168552316358,48.63426842477487,49.90497849998064
77,47.56675956438488,48.63426842477487,50.60584949993063
78,48.63426842477487,48.63426842477487,51.30085379991215
79,48.63426842477487,48.63426842477487,52.00621309992857
80,48.63426842477487,48.63426842477487,52.6708030999871
81,47.56675956438488,48.63426842477487,53.35791319992859
82,47.56675956438488,48.63426842477487,54.003388799959794
83,47.56675956438488,48.63426842477487,54.66867539996747
84,47.56675956438488,48.63426842477487,55.3303709999891
85,48.63426842477487,48.63426842477487,56.226164899999276
86,48.63426842477487,48.63426842477487,56.96741519996431
87,48.63426842477487,48.63426842477487,57.6752127999207
88,48.63426842477487,48.63426842477487,58.36254879995249
89,48.63426842477487,48.63426842477487,59.077971199993044
