iter,time,score,best,improved
1,46.063754081726074,224.93960496906402,224.93960496906402,1
2,83.68822240829468,219.6952642196303,224.93960496906402,0
3,148.5738718509674,224.93960496906402,224.93960496906402,0
4,190.59739708900452,221.50422524488215,224.93960496906402,0
5,238.85755920410156,224.93960496906402,224.93960496906402,0
6,288.5412209033966,222.5159909355339,224.93960496906402,0
7,334.45061707496643,224.93960496906402,224.93960496906402,0
8,378.205406665802,219.97941142334,224.93960496906402,0
9,424.97067284584045,221.63796806822327,224.93960496906402,0
10,463.1022503376007,223.6834947558592,224.93960496906402,0
11,504.82014441490173,222.5159909355339,224.93960496906402,0
12,544.1240451335907,224.93960496906402,224.93960496906402,0
13,591.4460654258728,217.48662523253543,224.93960496906402,0
14,643.5146059989929,219.6952642196303,224.93960496906402,0
15,691.0836277008057,221.50422524488215,224.93960496906402,0
16,733.8697757720947,219.08061121135202,224.93960496906402,0
17,783.9537358283997,224.93960496906402,224.93960496906402,0
18,835.6772847175598,222.5159909355339,224.93960496906402,0
19,891.6908514499664,217.48270523621196,224.93960496906402,0
20,951.8796017169952,221.25988072232906,224.93960496906402,0
21,969.9515266418457,224.93960496906402,224.93960496906402,0
22,1022.2167024612427,220.95137443283514,224.93960496906402,0
23,1073.894875049591,221.63796806822327,224.93960496906402,0
24,1121.3670909404755,222.5159909355339,224.93960496906402,0
25,1168.04252743721,219.97941142334,224.93960496906402,0
26,1206.36483502388,224.93960496906402,224.93960496906402,0
