iter,score,best,improved
0,241.09605740368283,241.09605740368283,1
1,282.2661477204005,282.2661477204005,1
2,288.4026661232673,288.4026661232673,1
3,291.5507937442047,291.5507937442047,1
4,288.9687165574944,291.5507937442047,0
5,289.4657218602861,291.5507937442047,0
6,289.3892840438875,291.5507937442047,0
7,292.22846685642793,292.22846685642793,1
