iter,score,best,improved
0,172.092981861207,172.092981861207,1
1,224.2709694542243,224.2709694542243,1
2,224.85424471852255,224.85424471852255,1
3,223.57608443688753,224.85424471852255,0
4,223.26716162139383,224.85424471852255,0
5,225.50331333904782,225.50331333904782,1
6,225.4819314339006,225.50331333904782,0
7,225.18096310990276,225.50331333904782,0
8,221.4029165889663,225.50331333904782,0
9,223.47466399846087,225.50331333904782,0
