iter,time,score,best,improved
1,0.6646881103515625,55.343494174008896,55.343494174008896,0
2,1.282433271408081,54.01728370455484,55.343494174008896,0
3,1.99007248878479,55.343494174008896,55.343494174008896,0
4,2.641843795776367,55.343494174008896,55.343494174008896,0
5,3.2991464138031006,50.9916365087996,55.343494174008896,0
6,3.9709091186523438,55.343494174008896,55.343494174008896,0
7,4.648049354553223,55.343494174008896,55.343494174008896,0
8,5.385552167892456,55.343494174008896,55.343494174008896,0
9,6.014927387237549,53.55835755754417,55.343494174008896,0
10,6.890665054321289,55.343494174008896,55.343494174008896,0
11,7.560469388961792,55.343494174008896,55.343494174008896,0
12,8.275891542434692,55.343494174008896,55.343494174008896,0
13,8.921996593475342,52.035567602319276,55.343494174008896,0
14,9.610290050506592,55.343494174008896,55.343494174008896,0
15,10.325393676757812,55.343494174008896,55.343494174008896,0
16,11.072019577026367,55.343494174008896,55.343494174008896,0
17,11.715768337249756,54.01728370455484,55.343494174008896,0
18,12.378004550933838,55.343494174008896,55.343494174008896,0
19,13.062477588653564,55.343494174008896,55.343494174008896,0
20,13.69546627998352,55.343494174008896,55.343494174008896,0
21,14.405192613601685,55.343494174008896,55.343494174008896,0
22,15.148597002029419,54.01728370455484,55.343494174008896,0
23,15.891003131866455,55.343494174008896,55.343494174008896,0
24,16.65522050857544,55.343494174008896,55.343494174008896,0
25,17.33519434928894,55.343494174008896,55.343494174008896,0
26,17.976308345794678,52.035567602319276,55.343494174008896,0
27,18.617964267730713,55.343494174008896,55.343494174008896,0
28,19.448099613189697,55.343494174008896,55.343494174008896,0
29,20.133263111114502,55.343494174008896,55.343494174008896,0
30,20.822887897491455,55.343494174008896,55.343494174008896,0
31,21.52958631515503,55.343494174008896,55.343494174008896,0
32,22.228185892105103,55.343494174008896,55.343494174008896,0
33,22.844133615493774,53.55835755754417,55.343494174008896,0
34,23.451277256011963,53.55835755754417,55.343494174008896,0
35,24.32458996772766,55.343494174008896,55.343494174008896,0
36,25.0663902759552,54.01728370455484,55.343494174008896,0
37,25.763489723205566,55.343494174008896,55.343494174008896,0
38,26.458152532577515,54.01728370455484,55.343494174008896,0
39,27.15287494659424,55.343494174008896,55.343494174008896,0
40,27.802321434020996,50.9916365087996,55.343494174008896,0
41,28.482484102249146,55.343494174008896,55.343494174008896,0
42,29.17965030670166,55.343494174008896,55.343494174008896,0
43,29.871108055114746,55.343494174008896,55.343494174008896,0
44,30.494088649749756,53.55835755754417,55.343494174008896,0
45,31.1706702709198,55.343494174008896,55.343494174008896,0
46,31.912062883377075,55.343494174008896,55.343494174008896,0
47,32.565070152282715,55.343494174008896,55.343494174008896,0
48,33.210615396499634,55.343494174008896,55.343494174008896,0
49,33.903470039367676,55.343494174008896,55.343494174008896,0
50,34.5209174156189,53.55835755754417,55.343494174008896,0
51,35.356475830078125,55.343494174008896,55.343494174008896,0
52,36.022045612335205,50.9916365087996,55.343494174008896,0
53,36.772725105285645,54.01728370455484,55.343494174008896,0
54,37.490686893463135,55.343494174008896,55.343494174008896,0
55,38.23019814491272,55.343494174008896,55.343494174008896,0
56,39.00441122055054,55.343494174008896,55.343494174008896,0
57,39.70350170135498,55.343494174008896,55.343494174008896,0
58,40.61003255844116,55.343494174008896,55.343494174008896,0
59,41.446033239364624,55.343494174008896,55.343494174008896,0
60,42.17012691497803,55.343494174008896,55.343494174008896,0
61,42.93694496154785,55.343494174008896,55.343494174008896,0
62,43.584763526916504,52.035567602319276,55.343494174008896,0
63,44.42517137527466,55.343494174008896,55.343494174008896,0
64,45.13978958129883,55.343494174008896,55.343494174008896,0
65,45.865904808044434,55.343494174008896,55.343494174008896,0
66,46.623624324798584,54.01728370455484,55.343494174008896,0
67,47.37904453277588,54.01728370455484,55.343494174008896,0
68,48.10022950172424,50.9916365087996,55.343494174008896,0
69,48.85007667541504,55.343494174008896,55.343494174008896,0
70,49.51936650276184,52.035567602319276,55.343494174008896,0
71,50.12426781654358,53.55835755754417,55.343494174008896,0
72,50.78662919998169,53.55835755754417,55.343494174008896,0
73,51.59394097328186,55.343494174008896,55.343494174008896,0
74,52.28836727142334,55.343494174008896,55.343494174008896,0
75,53.02994346618652,55.343494174008896,55.343494174008896,0
76,53.7319610118866,55.343494174008896,55.343494174008896,0
77,54.70505452156067,55.343494174008896,55.343494174008896,0
78,55.43792247772217,55.343494174008896,55.343494174008896,0
79,56.27306628227234,55.343494174008896,55.343494174008896,0
80,57.079856395721436,54.01728370455484,55.343494174008896,0
81,57.76496362686157,55.343494174008896,55.343494174008896,0
82,58.45251154899597,55.343494174008896,55.343494174008896,0
83,59.15233874320984,55.343494174008896,55.343494174008896,0
84,59.87014293670654,55.343494174008896,55.343494174008896,0
85,60.62862968444824,53.55835755754417,55.343494174008896,0
86,61.311007499694824,55.343494174008896,55.343494174008896,0
87,62.064587116241455,55.343494174008896,55.343494174008896,0
88,62.7451548576355,53.55835755754417,55.343494174008896,0
89,63.405598163604736,53.55835755754417,55.343494174008896,0
90,64.09398341178894,54.01728370455484,55.343494174008896,0
91,64.82602906227112,55.343494174008896,55.343494174008896,0
92,65.58735799789429,55.343494174008896,55.343494174008896,0
93,66.47944927215576,55.343494174008896,55.343494174008896,0
94,67.21202564239502,55.343494174008896,55.343494174008896,0
95,67.8843879699707,55.343494174008896,55.343494174008896,0
96,68.61836743354797,52.035567602319276,55.343494174008896,0
97,69.31093549728394,55.343494174008896,55.343494174008896,0
98,69.98951625823975,53.55835755754417,55.343494174008896,0
99,70.7128849029541,55.343494174008896,55.343494174008896,0
100,71.40787839889526,55.343494174008896,55.343494174008896,0
101,72.14247155189514,54.01728370455484,55.343494174008896,0
102,72.90868282318115,55.343494174008896,55.343494174008896,0
103,73.74106359481812,55.343494174008896,55.343494174008896,0
104,74.55430340766907,55.343494174008896,55.343494174008896,0
105,75.32694983482361,55.343494174008896,55.343494174008896,0
106,76.02219414710999,55.343494174008896,55.343494174008896,0
107,76.80218410491943,55.343494174008896,55.343494174008896,0
108,77.53014659881592,55.343494174008896,55.343494174008896,0
109,78.21517753601074,53.55835755754417,55.343494174008896,0
110,79.00057601928711,55.343494174008896,55.343494174008896,0
111,79.7179388999939,55.343494174008896,55.343494174008896,0
112,80.38554382324219,55.343494174008896,55.343494174008896,0
113,81.0209059715271,53.55835755754417,55.343494174008896,0
114,81.71545577049255,53.55835755754417,55.343494174008896,0
115,82.42917156219482,55.343494174008896,55.343494174008896,0
116,83.17823672294617,55.343494174008896,55.343494174008896,0
117,83.86855578422546,55.343494174008896,55.343494174008896,0
118,84.80913424491882,55.343494174008896,55.343494174008896,0
119,85.53616976737976,55.343494174008896,55.343494174008896,0
120,86.2403461933136,55.343494174008896,55.343494174008896,0
121,87.01762127876282,55.343494174008896,55.343494174008896,0
122,87.71344232559204,55.343494174008896,55.343494174008896,0
123,88.39853477478027,54.01728370455484,55.343494174008896,0
124,89.1624641418457,55.343494174008896,55.343494174008896,0
125,89.79664397239685,53.55835755754417,55.343494174008896,0
126,90.4173834323883,53.55835755754417,55.343494174008896,0
127,91.14861607551575,55.343494174008896,55.343494174008896,0
128,91.95195245742798,55.343494174008896,55.343494174008896,0
129,92.65249609947205,55.343494174008896,55.343494174008896,0
130,93.29386806488037,53.55835755754417,55.343494174008896,0
131,93.96345901489258,55.343494174008896,55.343494174008896,0
132,94.69325280189514,55.343494174008896,55.343494174008896,0
133,95.3421528339386,50.9916365087996,55.343494174008896,0
134,96.08286881446838,55.343494174008896,55.343494174008896,0
135,96.78214931488037,55.343494174008896,55.343494174008896,0
136,97.55444812774658,55.343494174008896,55.343494174008896,0
137,98.35155844688416,55.343494174008896,55.343494174008896,0
138,99.05885243415833,55.343494174008896,55.343494174008896,0
139,99.76670265197754,55.343494174008896,55.343494174008896,0
140,100.48361945152283,55.343494174008896,55.343494174008896,0
141,101.2443118095398,55.343494174008896,55.343494174008896,0
142,102.00102066993713,55.343494174008896,55.343494174008896,0
143,102.75741672515869,55.343494174008896,55.343494174008896,0
144,103.40769124031067,53.55835755754417,55.343494174008896,0
145,104.12930512428284,55.343494174008896,55.343494174008896,0
146,104.79285860061646,55.343494174008896,55.343494174008896,0
147,105.55170965194702,55.343494174008896,55.343494174008896,0
148,106.28706669807434,55.343494174008896,55.343494174008896,0
149,106.90980553627014,53.55835755754417,55.343494174008896,0
150,107.68422937393188,55.343494174008896,55.343494174008896,0
151,108.4657371044159,54.01728370455484,55.343494174008896,0
152,109.17147207260132,55.343494174008896,55.343494174008896,0
153,109.86411428451538,54.01728370455484,55.343494174008896,0
154,110.51074481010437,55.343494174008896,55.343494174008896,0
155,111.20685529708862,52.035567602319276,55.343494174008896,0
156,111.86230444908142,55.343494174008896,55.343494174008896,0
157,112.58107948303223,55.343494174008896,55.343494174008896,0
158,113.27803373336792,55.343494174008896,55.343494174008896,0
159,114.02217364311218,55.343494174008896,55.343494174008896,0
160,114.88071990013123,50.9916365087996,55.343494174008896,0
161,115.57061862945557,55.343494174008896,55.343494174008896,0
162,116.3185646533966,55.343494174008896,55.343494174008896,0
163,116.948237657547,50.9916365087996,55.343494174008896,0
164,117.67041420936584,52.035567602319276,55.343494174008896,0
165,118.36237239837646,55.343494174008896,55.343494174008896,0
166,119.0286545753479,55.343494174008896,55.343494174008896,0
167,119.79821109771729,55.343494174008896,55.343494174008896,0
168,120.51612281799316,55.343494174008896,55.343494174008896,0
169,121.25973558425903,55.343494174008896,55.343494174008896,0
170,122.01436066627502,54.01728370455484,55.343494174008896,0
171,122.72611832618713,55.343494174008896,55.343494174008896,0
172,123.47474980354309,55.343494174008896,55.343494174008896,0
173,124.1798951625824,55.343494174008896,55.343494174008896,0
174,124.85663414001465,55.343494174008896,55.343494174008896,0
175,125.5711178779602,54.01728370455484,55.343494174008896,0
176,126.29128170013428,55.343494174008896,55.343494174008896,0
177,127.00913190841675,55.343494174008896,55.343494174008896,0
178,127.7480411529541,55.343494174008896,55.343494174008896,0
179,128.49979162216187,54.01728370455484,55.343494174008896,0
180,129.2579047679901,55.343494174008896,55.343494174008896,0
181,129.934956073761,55.343494174008896,55.343494174008896,0
182,130.60561203956604,55.343494174008896,55.343494174008896,0
183,131.34687447547913,55.343494174008896,55.343494174008896,0
184,132.05831003189087,55.343494174008896,55.343494174008896,0
185,132.79759550094604,55.343494174008896,55.343494174008896,0
186,133.50063562393188,54.01728370455484,55.343494174008896,0
187,134.19040203094482,55.343494174008896,55.343494174008896,0
188,134.89248514175415,55.343494174008896,55.343494174008896,0
189,135.56050515174866,54.01728370455484,55.343494174008896,0
190,136.23952078819275,55.343494174008896,55.343494174008896,0
191,136.91282296180725,55.343494174008896,55.343494174008896,0
192,137.63536667823792,55.343494174008896,55.343494174008896,0
193,138.30900359153748,50.9916365087996,55.343494174008896,0
194,138.97058582305908,55.343494174008896,55.343494174008896,0
195,139.81067395210266,55.343494174008896,55.343494174008896,0
196,140.51214623451233,55.343494174008896,55.343494174008896,0
197,141.17633962631226,55.343494174008896,55.343494174008896,0
198,141.89350152015686,55.343494174008896,55.343494174008896,0
199,142.58893990516663,55.343494174008896,55.343494174008896,0
200,143.29596304893494,55.343494174008896,55.343494174008896,0
201,144.08302545547485,55.343494174008896,55.343494174008896,0
202,144.94163918495178,55.343494174008896,55.343494174008896,0
203,145.73151803016663,55.343494174008896,55.343494174008896,0
204,146.50263857841492,55.343494174008896,55.343494174008896,0
205,147.15816283226013,55.343494174008896,55.343494174008896,0
206,147.83726048469543,53.55835755754417,55.343494174008896,0
207,148.51826286315918,55.343494174008896,55.343494174008896,0
208,149.179927110672,55.343494174008896,55.343494174008896,0
209,149.8350727558136,55.343494174008896,55.343494174008896,0
210,150.59162092208862,55.343494174008896,55.343494174008896,0
211,151.33047652244568,55.343494174008896,55.343494174008896,0
212,152.00195860862732,55.343494174008896,55.343494174008896,0
213,152.72053790092468,55.343494174008896,55.343494174008896,0
214,153.41765022277832,55.343494174008896,55.343494174008896,0
215,154.15407347679138,55.343494174008896,55.343494174008896,0
216,154.80792951583862,53.55835755754417,55.343494174008896,0
217,155.6697211265564,55.343494174008896,55.343494174008896,0
218,156.3522117137909,55.343494174008896,55.343494174008896,0
219,157.00008583068848,55.343494174008896,55.343494174008896,0
220,157.7955825328827,55.343494174008896,55.343494174008896,0
221,158.50104403495789,55.343494174008896,55.343494174008896,0
222,159.16685223579407,55.343494174008896,55.343494174008896,0
223,159.8814766407013,55.343494174008896,55.343494174008896,0
224,160.6065435409546,55.343494174008896,55.343494174008896,0
225,161.20643424987793,53.55835755754417,55.343494174008896,0
226,161.88135290145874,55.343494174008896,55.343494174008896,0
227,162.6235773563385,54.01728370455484,55.343494174008896,0
228,163.3233368396759,55.343494174008896,55.343494174008896,0
229,164.06032872200012,55.343494174008896,55.343494174008896,0
230,164.81879472732544,55.343494174008896,55.343494174008896,0
231,165.50610613822937,55.343494174008896,55.343494174008896,0
232,166.2060351371765,53.55835755754417,55.343494174008896,0
233,166.97003984451294,55.343494174008896,55.343494174008896,0
234,167.71781587600708,55.343494174008896,55.343494174008896,0
235,168.50474882125854,55.343494174008896,55.343494174008896,0
236,169.26454401016235,54.01728370455484,55.343494174008896,0
237,170.03245997428894,54.01728370455484,55.343494174008896,0
238,170.7361388206482,55.343494174008896,55.343494174008896,0
239,171.43707704544067,55.343494174008896,55.343494174008896,0
240,172.18476581573486,55.343494174008896,55.343494174008896,0
241,172.95952343940735,55.343494174008896,55.343494174008896,0
242,173.8508586883545,54.01728370455484,55.343494174008896,0
243,174.70674681663513,53.55835755754417,55.343494174008896,0
244,175.3594627380371,55.343494174008896,55.343494174008896,0
245,176.01645421981812,55.343494174008896,55.343494174008896,0
246,176.7310585975647,55.343494174008896,55.343494174008896,0
247,177.52721881866455,55.343494174008896,55.343494174008896,0
248,178.2919008731842,54.01728370455484,55.343494174008896,0
249,178.99848628044128,53.55835755754417,55.343494174008896,0
250,179.71755838394165,53.55835755754417,55.343494174008896,0
251,180.4887397289276,55.343494174008896,55.343494174008896,0
