iteration,score,best,time,k_remove,destroy_mode
70,185.97690809156913,186.3310049251581,475.4250529999845,4,demand_high
71,185.97690809156913,186.3310049251581,482.70174399996176,4,demand_high
72,185.97690809156913,186.3310049251581,488.93061199993826,6,demand_high
73,183.4918221126177,186.3310049251581,496.1952988000121,3,demand_high
74,186.3310049251581,186.3310049251581,501.5121779998299,3,demand_high
75,186.3310049251581,186.3310049251581,506.33813129994087,5,demand_high
76,186.3310049251581,186.3310049251581,512.3987300998997,3,demand_high
77,185.97690809156913,186.3310049251581,517.3156020999886,5,demand_high
78,186.3310049251581,186.3310049251581,527.6308460000437,4,demand_high
79,186.3310049251581,186.3310049251581,534.6796303000301,4,demand_high
80,185.97690809156913,186.3310049251581,540.4332403000444,4,demand_high
81,186.3310049251581,186.3310049251581,547.8022827999666,5,demand_high
82,185.97690809156913,186.3310049251581,555.4921849998645,5,demand_high
83,186.3310049251581,186.3310049251581,563.63253419986,6,demand_high
84,181.99698829625586,186.3310049251581,573.5496942000464,4,demand_high
85,186.3310049251581,186.3310049251581,578.7314712998923,4,demand_high
86,185.97690809156913,186.3310049251581,584.3851656999905,3,demand_high
87,185.97690809156913,186.3310049251581,593.2358370998409,6,demand_high
88,186.3310049251581,186.3310049251581,599.6526651999447,5,demand_high
89,185.97690809156913,186.3310049251581,607.5197662999853,3,demand_high
90,185.97690809156913,186.3310049251581,618.0928303999826,3,demand_high
91,180.48555126682731,186.3310049251581,623.9277877998538,5,demand_high
92,186.3310049251581,186.3310049251581,626.64450699999,4,demand_high
93,180.48555126682731,186.3310049251581,632.2500650000293,4,demand_high
94,186.3310049251581,186.3310049251581,635.7872180999257,3,demand_high
95,181.99698829625586,186.3310049251581,640.9596146000549,4,demand_high
96,183.4918221126177,186.3310049251581,649.320327399997,5,demand_high
97,186.3310049251581,186.3310049251581,658.1201060998719,5,demand_high
98,186.3310049251581,186.3310049251581,667.0517541000154,6,demand_high
99,186.3310049251581,186.3310049251581,673.7880832999945,4,demand_high
100,186.3310049251581,186.3310049251581,679.7062476000283,4,demand_high
101,186.3310049251581,186.3310049251581,687.2732972998638,4,demand_high
102,183.4918221126177,186.3310049251581,696.3331676998641,4,demand_high
103,186.3310049251581,186.3310049251581,704.5590798000339,3,demand_high
104,186.3310049251581,186.3310049251581,712.3154692000244,4,demand_high
105,186.3310049251581,186.3310049251581,720.1971819999162,5,demand_high
106,186.3310049251581,186.3310049251581,726.9584150998853,4,demand_high
107,186.3310049251581,186.3310049251581,733.5896005998366,4,demand_high
108,186.3310049251581,186.3310049251581,736.39263259992,3,demand_high
109,186.3310049251581,186.3310049251581,746.4368898000102,5,demand_high
110,180.48555126682731,186.3310049251581,750.6864910998847,4,demand_high
111,186.3310049251581,186.3310049251581,758.4537756999489,3,demand_high
112,186.3310049251581,186.3310049251581,767.5054951999336,4,demand_high
113,181.99698829625586,186.3310049251581,777.0590001000091,3,demand_high
114,186.3310049251581,186.3310049251581,783.1375684000086,3,demand_high
115,186.3310049251581,186.3310049251581,790.8068117999937,3,demand_high
116,183.4918221126177,186.3310049251581,796.0186429999303,5,demand_high
117,186.3310049251581,186.3310049251581,801.993900799891,4,demand_high
118,186.3310049251581,186.3310049251581,811.585927200038,5,demand_high
119,186.3310049251581,186.3310049251581,817.0612208000384,5,demand_high
120,186.3310049251581,186.3310049251581,821.6735787999351,3,demand_high
121,186.3310049251581,186.3310049251581,825.9033637999091,3,demand_high
122,185.97690809156913,186.3310049251581,831.9482281999663,4,demand_high
123,183.4918221126177,186.3310049251581,837.5070350999013,3,demand_high
124,186.3310049251581,186.3310049251581,843.4606192999054,3,demand_high
125,186.3310049251581,186.3310049251581,847.9515513000078,4,demand_high
126,181.99698829625586,186.3310049251581,855.9299274999648,5,demand_high
127,186.3310049251581,186.3310049251581,859.6125674999785,4,demand_high
128,185.97690809156913,186.3310049251581,865.6587072999682,3,demand_high
129,186.3310049251581,186.3310049251581,874.7134358999319,6,demand_high
130,186.3310049251581,186.3310049251581,880.6600909000263,4,demand_high
131,186.3310049251581,186.3310049251581,885.4970654998906,4,demand_high
132,186.3310049251581,186.3310049251581,892.0055478999857,6,demand_high
133,186.3310049251581,186.3310049251581,898.5003051999956,6,demand_high
134,183.4918221126177,186.3310049251581,901.8213209998794,3,demand_high
